name,address,LHIN,home_type,short_stay,residents_council,family_council,accreditation,postal_code,first_inspection_date,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders,cleaned_name,outbreak,number_beds,CSDname,CSDuid,latitude,longitude,Report_Data_Extracted,Beds,Total_LTC_Resident_Deaths,outbreak_status,Total_LTC_Resident_Cases,Total_LTC_HCW_Cases
HAWTHORNE PLACE CARE CENTRE,2045 Finch Avenue West,Central,For-Profit,Yes,Yes,Yes,Yes, M3N1M9,2010-11-04,93,36,18,45,17,10,29,12,5,27,14,10,hawthorne place care centre,1,269,Toronto,3520005,43.7562352,-79.52146844,2020-06-19,269,48,inactive,,
HAWTHORNE PLACE CARE CENTRE,2045 Finch Avenue West,Central,For-Profit,Yes,Yes,Yes,Yes, M3N1M9,2010-11-04,93,36,18,45,17,10,29,12,5,27,14,10,hawthorne place care centre,1,269,Toronto,3520005,43.7562352,-79.52146844,2020-04-24,269,0,active,5,7
HEARTWOOD,201-11th Street East,Champlain,For-Profit,No,Yes,Yes,Yes, K6H2Y6,2010-10-14,40,25,14,20,14,7,15,7,5,2,2,2,heartwood,0,118,Cornwall,3501012,45.03336123,-74.73229849,2020-04-25,118,0,inactive,,
HEARTWOOD,201-11th Street East,Champlain,For-Profit,No,Yes,Yes,Yes, K6H2Y6,2010-10-14,40,25,14,20,14,7,15,7,5,2,2,2,heartwood,0,118,Cornwall,3501012,45.03336123,-74.73229849,2020-04-24,118,0,active,0,<5
HELLENIC CARE FOR SENIORS (TORONTO),215 Tyrrel Avenue,Toronto Central,Non-Profit,No,Yes,No,Yes, M6G4A9,2011-12-01,20,10,6,9,2,2,4,3,3,1,1,1,hellenic care for seniors (toronto),1,81,Toronto,3520005,43.67679399,-79.430342,2020-06-19,81,0,inactive,,
HELLENIC CARE FOR SENIORS (TORONTO),215 Tyrrel Avenue,Toronto Central,Non-Profit,No,Yes,No,Yes, M6G4A9,2011-12-01,20,10,6,9,2,2,4,3,3,1,1,1,hellenic care for seniors (toronto),1,81,Toronto,3520005,43.67679399,-79.430342,2020-05-16,81,0,active,0,<5
HELLENIC HOME - SCARBOROUGH,2411 Lawrence Avenue East,Central East,Non-Profit,Yes,Yes,Yes,Yes, M1P4X1,2010-07-15,38,18,13,24,8,6,5,4,3,4,4,4,hellenic home - scarborough,1,128,Toronto,3520005,43.74876471,-79.27408486,2020-06-24,128,15,inactive,,
HELLENIC HOME - SCARBOROUGH,2411 Lawrence Avenue East,Central East,Non-Profit,Yes,Yes,Yes,Yes, M1P4X1,2010-07-15,38,18,13,24,8,6,5,4,3,4,4,4,hellenic home - scarborough,1,128,Toronto,3520005,43.74876471,-79.27408486,2020-04-24,128,6,active,26,15
HENLEY PLACE,1961 Cedarhollow Blvd,South West,For-Profit,No,Yes,Yes,Yes, N5X0K2,2014-03-07,63,45,20,32,19,6,20,17,10,6,5,2,henley place,1,192,London,3539036,43.04540679,-81.21472021,2020-05-17,192,0,inactive,,
HENLEY PLACE,1961 Cedarhollow Blvd,South West,For-Profit,No,Yes,Yes,Yes, N5X0K2,2014-03-07,63,45,20,32,19,6,20,17,10,6,5,2,henley place,1,192,London,3539036,43.04540679,-81.21472021,2020-04-24,192,0,active,<5,0
HERITAGE GREEN NURSING HOME,353 Isaac Brock Drive,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,Yes, L8J2J3,2010-08-06,61,27,16,23,10,7,11,4,3,28,11,3,heritage green nursing home,1,167,Hamilton,3525005,43.19352179,-79.78959737,2020-04-28,167,<5,inactive,,
HERITAGE GREEN NURSING HOME,353 Isaac Brock Drive,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,Yes, L8J2J3,2010-08-06,61,27,16,23,10,7,11,4,3,28,11,3,heritage green nursing home,1,167,Hamilton,3525005,43.19352179,-79.78959737,2020-04-24,167,<5,active,9,<5
HERON TERRACE LONG TERM CARE COMMUNITY,11550 McNorton Street,Erie St. Clair,For-Profit,No,Yes,No,Yes, N8P1T9,2010-12-07,91,39,13,55,22,7,28,13,5,5,1,1,heron terrace long term care community,1,140,Windsor,3537039,42.31721678,-82.89932307,2020-06-08,140,25,inactive,,
HERON TERRACE LONG TERM CARE COMMUNITY,11550 McNorton Street,Erie St. Clair,For-Profit,No,Yes,No,Yes, N8P1T9,2010-12-07,91,39,13,55,22,7,28,13,5,5,1,1,heron terrace long term care community,1,140,Windsor,3537039,42.31721678,-82.89932307,2020-04-24,140,<5,active,39,15
HILLSDALE ESTATES,590 Oshawa Blvd. North,Central East,Municipal,No,Yes,Yes,Yes, L1G5T9,2010-08-18,53,32,15,23,11,5,21,12,8,12,12,8,hillsdale estates,1,300,Oshawa,3518013,43.91384855,-78.86330374,2020-05-27,300,0,inactive,,
HILLSDALE ESTATES,590 Oshawa Blvd. North,Central East,Municipal,No,Yes,Yes,Yes, L1G5T9,2010-08-18,53,32,15,23,11,5,21,12,8,12,12,8,hillsdale estates,1,300,Oshawa,3518013,43.91384855,-78.86330374,2020-05-13,300,0,active,0,<5
HILLSDALE TERRACES,600 Oshawa Blvd. North,Central East,Municipal,No,Yes,Yes,Yes, L1G5T9,2010-08-16,57,26,9,30,14,6,20,8,3,5,3,1,hillsdale terraces,1,200,Oshawa,3518013,43.91500165,-78.86454214,2020-05-09,200,13,inactive,,
HILLSDALE TERRACES,600 Oshawa Blvd. North,Central East,Municipal,No,Yes,Yes,Yes, L1G5T9,2010-08-16,57,26,9,30,14,6,20,8,3,5,3,1,hillsdale terraces,1,200,Oshawa,3518013,43.91500165,-78.86454214,2020-04-24,200,13,active,45,12
HILLSIDE MANOR,R. R. #5,South West,For-Profit,No,Yes,Yes,Yes, N5A6S6,2010-08-26,29,17,9,8,5,3,15,8,6,1,1,,hillside manor,1,90,Perth East,3531030,43.4245342,-81.0983168,2020-04-24,90,0,inactive,,
HOGARTH RIVERVIEW MANOR,300 Lillie Street,North West,Non-Profit,No,Yes,Yes,Yes, P7C4Y7,2010-09-21,89,67,38,33,25,14,26,20,15,44,37,17,hogarth riverview manor,1,543,Thunder Bay,3558004,48.38712316,-89.27025117,2020-05-19,543,0,inactive,,
HOGARTH RIVERVIEW MANOR,300 Lillie Street,North West,Non-Profit,No,Yes,Yes,Yes, P7C4Y7,2010-09-21,89,67,38,33,25,14,26,20,15,44,37,17,hogarth riverview manor,1,543,Thunder Bay,3558004,48.38712316,-89.27025117,2020-05-03,543,0,active,0,<5
HUMBER VALLEY TERRACE,95 Humber College Blvd.,Central West,For-Profit,No,Yes,Yes,Yes, M9V5B5,2010-11-30,35,17,4,18,5,2,8,5,1,8,7,2,humber valley terrace,1,158,Toronto,3520005,43.72717599,-79.59650396,2020-06-18,158,36,inactive,,
HUMBER VALLEY TERRACE,95 Humber College Blvd.,Central West,For-Profit,No,Yes,Yes,Yes, M9V5B5,2010-11-30,35,17,4,18,5,2,8,5,1,8,7,2,humber valley terrace,1,158,Toronto,3520005,43.72717599,-79.59650396,2020-04-24,158,0,active,6,0
IDLEWYLD MANOR,449 Sanatorium Road,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,Yes, L9C2A7,2010-08-17,61,22,14,27,6,4,20,6,5,15,11,7,idlewyld manor,1,192,Hamilton,3525005,43.23618909,-79.91485732,2020-05-21,192,0,inactive,,
IDLEWYLD MANOR,449 Sanatorium Road,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,Yes, L9C2A7,2010-08-17,61,22,14,27,6,4,20,6,5,15,11,7,idlewyld manor,1,192,Hamilton,3525005,43.23618909,-79.91485732,2020-05-11,192,0,active,<5,0
INA GRAFTON GAGE HOME,40 Bell Estate Road,Central East,Non-Profit,No,No,Yes,Yes, M1L0E2,2010-07-08,61,30,9,32,15,4,16,9,4,13,5,2,ina grafton gage home,1,128,Toronto,3520005,43.705765,-79.27714255,2020-07-09,128,31,inactive,,
INA GRAFTON GAGE HOME,40 Bell Estate Road,Central East,Non-Profit,No,No,Yes,Yes, M1L0E2,2010-07-08,61,30,9,32,15,4,16,9,4,13,5,2,ina grafton gage home,1,128,Toronto,3520005,43.705765,-79.27714255,2020-04-24,128,6,active,26,19
IOOF SENIORS HOME,10 Brooks Street,North Simcoe Muskoka,Non-Profit,Yes,Yes,Yes,No, L4N7X2,2011-02-09,32,20,10,12,5,1,11,9,6,10,7,3,ioof seniors home,1,182,Barrie,3543042,44.3686217,-79.68736455,2020-05-07,182,0,inactive,,
IOOF SENIORS HOME,10 Brooks Street,North Simcoe Muskoka,Non-Profit,Yes,Yes,Yes,No, L4N7X2,2011-02-09,32,20,10,12,5,1,11,9,6,10,7,3,ioof seniors home,1,182,Barrie,3543042,44.3686217,-79.68736455,2020-04-24,182,0,active,0,<5
ISABEL AND ARTHUR MEIGHEN MANOR,155 Millwood Road,Toronto Central,Non-Profit,No,Yes,Yes,Yes, M4S1J6,2011-01-06,37,19,10,21,6,4,8,6,4,6,5,3,isabel and arthur meighen manor,1,168,Toronto,3520005,43.70000099,-79.39254279,2020-06-09,168,48,inactive,,
ISABEL AND ARTHUR MEIGHEN MANOR,155 Millwood Road,Toronto Central,Non-Profit,No,Yes,Yes,Yes, M4S1J6,2011-01-06,37,19,10,21,6,4,8,6,4,6,5,3,isabel and arthur meighen manor,1,168,Toronto,3520005,43.70000099,-79.39254279,2020-04-24,168,20,active,84,15
IVAN FRANKO HOME (ETOBICOKE),767 Royal York Road,Toronto Central,Non-Profit,No,Yes,Yes,Yes, M8Y2T3,2011-09-08,11,7,5,1,,,5,4,4,1,,,ivan franko home (etobicoke),1,85,Toronto,3520005,43.63771778,-79.50673762,2020-05-29,85,0,inactive,,
IVAN FRANKO HOME (ETOBICOKE),767 Royal York Road,Toronto Central,Non-Profit,No,Yes,Yes,Yes, M8Y2T3,2011-09-08,11,7,5,1,,,5,4,4,1,,,ivan franko home (etobicoke),1,85,Toronto,3520005,43.63771778,-79.50673762,2020-05-12,85,0,active,0,<5
KENNEDY LODGE,1400 Kennedy Road,Central East,For-Profit,Yes,Yes,Yes,Yes, M1P4V6,2011-07-18,25,11,7,7,3,3,13,4,3,2,2,1,kennedy lodge,1,289,Toronto,3520005,43.76265941,-79.28056556,2020-05-28,289,0,inactive,,
KENNEDY LODGE,1400 Kennedy Road,Central East,For-Profit,Yes,Yes,Yes,Yes, M1P4V6,2011-07-18,25,11,7,7,3,3,13,4,3,2,2,1,kennedy lodge,1,289,Toronto,3520005,43.76265941,-79.28056556,2020-05-18,289,0,active,<5,<5
KENSINGTON VILLAGE,1340 Huron Street,South West,For-Profit,Yes,Yes,Yes,Yes, N5V3R3,2010-07-20,72,28,6,41,13,1,13,7,2,10,4,1,kensington village,1,78,London,3539036,43.02140839,-81.21450391,2020-06-19,78,7,inactive,,
KENSINGTON VILLAGE,1340 Huron Street,South West,For-Profit,Yes,Yes,Yes,Yes, N5V3R3,2010-07-20,72,28,6,41,13,1,13,7,2,10,4,1,kensington village,1,78,London,3539036,43.02140839,-81.21450391,2020-04-24,78,<5,active,<5,<5
KILEAN LODGE,83 Main Street East,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes, L3M1N6,2010-10-29,18,8,5,5,2,2,8,3,3,1,1,1,kilean lodge,1,50,Grimsby,3526065,43.19121,-79.5554741,2020-05-31,50,0,inactive,,
KILEAN LODGE,83 Main Street East,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes, L3M1N6,2010-10-29,18,8,5,5,2,2,8,3,3,1,1,1,kilean lodge,1,50,Grimsby,3526065,43.19121,-79.5554741,2020-05-17,50,0,active,<5,0
KING NURSING HOME,49 Sterne Street,Central West,For-Profit,Yes,Yes,Yes,Yes, L7E1B9,2010-08-17,56,23,13,13,4,2,16,7,5,23,9,5,king nursing home,0,86,Caledon,3521024,43.87933771,-79.74065452,2020-04-24,86,0,active,0,<5
KIPLING ACRES,2233 Kipling Avenue,Central West,Municipal,Yes,Yes,Yes,Yes, M9W4L3,2010-09-07,46,25,16,20,9,7,19,11,8,3,3,2,kipling acres,1,337,Toronto,3520005,43.72574509,-79.57339555,2020-06-06,337,16,inactive,,
KIPLING ACRES,2233 Kipling Avenue,Central West,Municipal,Yes,Yes,Yes,Yes, M9W4L3,2010-09-07,46,25,16,20,9,7,19,11,8,3,3,2,kipling acres,1,337,Toronto,3520005,43.72574509,-79.57339555,2020-04-24,337,11,active,36,6
KRISTUS DARZS LATVIAN HOME,11290 Pine Valley Drive,Central,Non-Profit,Yes,Yes,No,No, L4L1A6,2011-11-17,18,13,6,4,4,1,7,5,4,5,4,4,kristus darzs latvian home,1,100,Vaughan,3519028,43.87156441,-79.59579547,2020-06-08,100,11,inactive,,
KRISTUS DARZS LATVIAN HOME,11290 Pine Valley Drive,Central,Non-Profit,Yes,Yes,No,No, L4L1A6,2011-11-17,18,13,6,4,4,1,7,5,4,5,4,4,kristus darzs latvian home,1,100,Vaughan,3519028,43.87156441,-79.59579547,2020-04-24,100,<5,active,9,<5
LABDARA LITHUANIAN NURSING HOME,5 Resurrection Road,Mississauga Halton,Non-Profit,No,Yes,Yes,No, M9A5G1,2010-09-28,19,7,4,6,,,8,3,3,1,1,,labdara lithuanian nursing home,1,90,Toronto,3520005,43.64373408,-79.53092513,2020-05-12,90,0,inactive,,
LABDARA LITHUANIAN NURSING HOME,5 Resurrection Road,Mississauga Halton,Non-Profit,No,Yes,Yes,No, M9A5G1,2010-09-28,19,7,4,6,,,8,3,3,1,1,,labdara lithuanian nursing home,1,90,Toronto,3520005,43.64373408,-79.53092513,2020-04-24,90,0,active,0,<5
LAKESHORE LODGE,3197 Lakeshore Blvd. West,Toronto Central,Municipal,No,Yes,Yes,Yes, M8V3X5,2011-01-11,17,10,6,10,3,2,4,4,4,,,,lakeshore lodge,1,150,Toronto,3520005,43.59721667,-79.51845532,2020-06-06,150,12,inactive,,
LAKESHORE LODGE,3197 Lakeshore Blvd. West,Toronto Central,Municipal,No,Yes,Yes,Yes, M8V3X5,2011-01-11,17,10,6,10,3,2,4,4,4,,,,lakeshore lodge,1,150,Toronto,3520005,43.59721667,-79.51845532,2020-04-24,150,9,active,39,17
LAKEVIEW MANOR,133 Main Street P.O. Box 514,Central East,Municipal,Yes,Yes,Yes,Yes, L0K1A0,2010-07-14,31,15,6,9,3,1,13,6,5,4,2,,lakeview manor,1,149,Brock,3518039,44.42747763,-79.16356588,2020-04-24,149,0,inactive,,
LAMBTON MEADOWVIEW VILLA,3958 Petrolia Line R. R. #4,Erie St. Clair,Municipal,No,Yes,Yes,No, N0N1R0,2010-11-04,35,22,10,10,7,2,19,11,6,4,4,1,lambton meadowview villa,1,125,Enniskillen,3538016,42.88448582,-82.16482359,2020-04-29,125,0,inactive,,
LAMBTON MEADOWVIEW VILLA,3958 Petrolia Line R. R. #4,Erie St. Clair,Municipal,No,Yes,Yes,No, N0N1R0,2010-11-04,35,22,10,10,7,2,19,11,6,4,4,1,lambton meadowview villa,1,125,Enniskillen,3538016,42.88448582,-82.16482359,2020-04-24,125,0,active,0,<5
LANARK HEIGHTS LONG TERM CARE CENTRE,46 Lanark Crescent,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes, N2N2Z8,2010-08-26,82,20,7,34,8,3,33,8,4,10,3,,lanark heights long term care centre,1,160,Kitchener,3530013,43.42436319,-80.53544803,2020-05-19,160,<5,inactive,,
LANARK HEIGHTS LONG TERM CARE CENTRE,46 Lanark Crescent,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes, N2N2Z8,2010-08-26,82,20,7,34,8,3,33,8,4,10,3,,lanark heights long term care centre,1,160,Kitchener,3530013,43.42436319,-80.53544803,2020-04-24,160,<5,active,8,5
LANARK LODGE,"115 Christie Lake Road, R. R. #4 Lot 27, Concession 2",South East,Municipal,Yes,Yes,Yes,Yes, K7H3C6,2010-08-10,37,27,15,14,10,6,15,11,7,3,3,2,lanark lodge,1,163,Tay Valley,3509015,44.90398014,-76.27207578,2020-06-03,0,0,inactive,,
LANARK LODGE,"115 Christie Lake Road, R. R. #4 Lot 27, Concession 2",South East,Municipal,Yes,Yes,Yes,Yes, K7H3C6,2010-08-10,37,27,15,14,10,6,15,11,7,3,3,2,lanark lodge,1,163,Tay Valley,3509015,44.90398014,-76.27207578,2020-05-15,163,0,active,0,<5
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,35 Pickwick Drive,Erie St. Clair,Non-Profit,No,Yes,Yes,No, N8H4T5,2010-11-17,20,13,6,6,3,1,5,5,3,1,1,,leamington mennonite home long term care residence,1,84,Leamington,3537003,42.04374165,-82.59059485,2020-05-22,84,0,inactive,,
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,35 Pickwick Drive,Erie St. Clair,Non-Profit,No,Yes,Yes,No, N8H4T5,2010-11-17,20,13,6,6,3,1,5,5,3,1,1,,leamington mennonite home long term care residence,1,84,Leamington,3537003,42.04374165,-82.59059485,2020-05-10,84,0,active,0,<5
LINHAVEN,403 Ontario Street,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Yes,Yes,Yes,Yes, L2N1L5,2010-09-21,56,21,12,22,6,3,21,11,7,10,5,3,linhaven,1,248,St. Catharines,3526053,43.18351721,-79.26633031,2020-07-30,248,0,inactive,,
LINHAVEN,403 Ontario Street,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Yes,Yes,Yes,Yes, L2N1L5,2010-09-21,56,21,12,22,6,3,21,11,7,10,5,3,linhaven,1,248,St. Catharines,3526053,43.18351721,-79.26633031,2020-07-12,248,0,active,0,<5
MACASSA  LODGE,701 Upper Sherman Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes, L8V3M7,2010-09-22,31,18,11,10,3,3,10,7,5,6,4,2,macassa lodge,1,270,Hamilton,3525005,43.22567639,-79.84867319,2020-05-09,270,0,inactive,,
MACASSA  LODGE,701 Upper Sherman Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes, L8V3M7,2010-09-22,31,18,11,10,3,3,10,7,5,6,4,2,macassa lodge,1,270,Hamilton,3525005,43.22567639,-79.84867319,2020-05-07,270,0,active,0,<5
MACKENZIE HEALTH LONG TERM CARE FACILITY,10 Trench Street,Central,Non-Profit,No,Yes,Yes,Yes, L4C4Z3,2011-10-19,25,16,8,11,6,4,8,5,3,5,3,2,mackenzie health long term care facility,1,168,Richmond Hill,3519038,43.87045412,-79.45081182,2020-06-09,168,0,inactive,,
MACKENZIE HEALTH LONG TERM CARE FACILITY,10 Trench Street,Central,Non-Profit,No,Yes,Yes,Yes, L4C4Z3,2011-10-19,25,16,8,11,6,4,8,5,3,5,3,2,mackenzie health long term care facility,1,168,Richmond Hill,3519038,43.87045412,-79.45081182,2020-04-24,168,0,active,0,0
MACKENZIE PLACE,52 George Street,Central,For-Profit,No,Yes,Yes,Yes, L3Y4V3,2011-02-07,27,21,10,14,11,5,7,6,5,2,2,1,mackenzie place,1,93,Newmarket,3519048,44.05748695,-79.47891695,2020-05-26,93,15,inactive,,
MACKENZIE PLACE,52 George Street,Central,For-Profit,No,Yes,Yes,Yes, L3Y4V3,2011-02-07,27,21,10,14,11,5,7,6,5,2,2,1,mackenzie place,1,93,Newmarket,3519048,44.05748695,-79.47891695,2020-04-24,93,6,active,46,18
MADONNA CARE COMMUNITY,1541 St. Joseph Boulevard,Champlain,For-Profit,No,Yes,Yes,Yes, K1C7L3,2011-05-17,111,68,40,43,24,14,48,32,20,11,6,4,madonna care community,1,160,Ottawa,3506008,45.46043427,-75.559988,2020-06-09,160,46,inactive,,
MADONNA CARE COMMUNITY,1541 St. Joseph Boulevard,Champlain,For-Profit,No,Yes,Yes,Yes, K1C7L3,2011-05-17,111,68,40,43,24,14,48,32,20,11,6,4,madonna care community,1,160,Ottawa,3506008,45.46043427,-75.559988,2020-04-24,160,11,active,36,15
MAIN STREET TERRACE,77 Main Street,Toronto Central,For-Profit,Yes,Yes,Yes,Yes, M4E2V6,2010-10-05,49,25,9,26,10,5,12,10,4,6,2,,main street terrace,1,150,Toronto,3520005,43.68160949,-79.29859826,2020-06-13,150,0,inactive,,
MAIN STREET TERRACE,77 Main Street,Toronto Central,For-Profit,Yes,Yes,Yes,Yes, M4E2V6,2010-10-05,49,25,9,26,10,5,12,10,4,6,2,,main street terrace,1,150,Toronto,3520005,43.68160949,-79.29859826,2020-04-24,150,0,active,<5,0
MAITLAND MANOR,290 South Street,South West,For-Profit,Yes,Yes,Yes,Yes, N7A4G6,2011-03-02,36,22,11,12,6,3,16,9,5,7,5,4,maitland manor,1,91,Goderich,3540028,43.73314149,-81.71190013,2020-06-03,0,0,inactive,,
MAITLAND MANOR,290 South Street,South West,For-Profit,Yes,Yes,Yes,Yes, N7A4G6,2011-03-02,36,22,11,12,6,3,16,9,5,7,5,4,maitland manor,1,91,Goderich,3540028,43.73314149,-81.71190013,2020-05-20,91,0,active,<5,0
MALTON VILLAGE LONG TERM CARE CENTRE,7075 Rexwood Road,Central West,Municipal,No,Yes,Yes,Yes, L4T4M1,2010-07-22,62,21,14,29,6,5,18,7,5,6,4,2,malton village long term care centre,1,160,Mississauga,3521005,43.71847959,-79.62437147,2020-06-05,160,0,inactive,,
MALTON VILLAGE LONG TERM CARE CENTRE,7075 Rexwood Road,Central West,Municipal,No,Yes,Yes,Yes, L4T4M1,2010-07-22,62,21,14,29,6,5,18,7,5,6,4,2,malton village long term care centre,1,160,Mississauga,3521005,43.71847959,-79.62437147,2020-04-24,160,0,active,<5,<5
MANITOULIN LODGE,3 Main Street P. O. Box 648,North East,For-Profit,Yes,Yes,Yes,Yes, P0P1H0,2010-07-23,28,12,8,10,3,3,11,4,4,5,3,,manitoulin lodge,1,62,Gore Bay,3551026,45.91388961,-82.46562059,2020-06-01,62,0,inactive,,
MANITOULIN LODGE,3 Main Street P. O. Box 648,North East,For-Profit,Yes,Yes,Yes,Yes, P0P1H0,2010-07-23,28,12,8,10,3,3,11,4,4,5,3,,manitoulin lodge,1,62,Gore Bay,3551026,45.91388961,-82.46562059,2020-05-15,62,0,active,0,<5
MANOIR MAROCHEL,949 Montreal Road,Champlain,For-Profit,No,Yes,Yes,No, K1K0S6,2011-05-18,115,68,22,29,14,4,34,18,10,43,30,4,manoir marochel,1,64,Ottawa,3506008,45.44785486,-75.62821042,2020-05-28,64,9,inactive,,
MANOIR MAROCHEL,949 Montreal Road,Champlain,For-Profit,No,Yes,Yes,No, K1K0S6,2011-05-18,115,68,22,29,14,4,34,18,10,43,30,4,manoir marochel,1,64,Ottawa,3506008,45.44785486,-75.62821042,2020-04-24,64,<5,active,10,6
MAPLE GROVE CARE COMMUNITY,215 Sunny Meadow Blvd.,Central West,For-Profit,No,Yes,Yes,Yes, L6R3B5,2010-07-20,39,24,15,18,11,7,12,5,4,11,11,7,maple grove care community,1,160,Brampton,3521010,43.75771219,-79.75483001,2020-07-04,160,<5,inactive,,
MAPLE GROVE CARE COMMUNITY,215 Sunny Meadow Blvd.,Central West,For-Profit,No,Yes,Yes,Yes, L6R3B5,2010-07-20,39,24,15,18,11,7,12,5,4,11,11,7,maple grove care community,1,160,Brampton,3521010,43.75771219,-79.75483001,2020-05-13,160,0,active,<5,<5
MAPLE VIEW,1029-4Th Avenue West,South West,For-Profit,No,Yes,Yes,Yes, N4K4W1,2010-07-21,20,10,4,3,1,,10,4,3,4,2,,maple view,1,29,Owen Sound,3542059,44.56743597,-80.94905687,2020-05-03,29,0,inactive,,
MAPLE VIEW,1029-4Th Avenue West,South West,For-Profit,No,Yes,Yes,Yes, N4K4W1,2010-07-21,20,10,4,3,1,,10,4,3,4,2,,maple view,1,29,Owen Sound,3542059,44.56743597,-80.94905687,2020-04-24,29,0,active,22,6
MAPLE VIEW LODGE,"746 County Road, 42 East P.O. Box 100",South East,Municipal,No,Yes,Yes,No, K0E1B0,2011-06-08,33,14,4,7,3,1,15,4,1,5,3,1,maple view lodge,1,60,Athens,3507042,44.63454631,-75.93144305,2020-05-27,60,0,inactive,,
MAPLE VIEW LODGE,"746 County Road, 42 East P.O. Box 100",South East,Municipal,No,Yes,Yes,No, K0E1B0,2011-06-08,33,14,4,7,3,1,15,4,1,5,3,1,maple view lodge,1,60,Athens,3507042,44.63454631,-75.93144305,2020-05-13,60,0,active,<5,<5
MAPLEWOOD,12 Maplewood Avenue Box 249,South East,For-Profit,No,Yes,Yes,Yes, K0K1H0,2011-10-12,26,20,11,3,2,2,15,12,7,6,5,3,maplewood,1,49,Brighton,3514004,44.0396526,-77.7444136,2020-05-23,49,0,inactive,,
MAPLEWOOD,12 Maplewood Avenue Box 249,South East,For-Profit,No,Yes,Yes,Yes, K0K1H0,2011-10-12,26,20,11,3,2,2,15,12,7,6,5,3,maplewood,1,49,Brighton,3514004,44.0396526,-77.7444136,2020-05-06,49,0,active,<5,0
MARKHAVEN,54 Parkway Avenue,Central,Non-Profit,No,No,Yes,No, L3P2G4,2010-11-08,27,15,10,9,2,2,8,5,4,6,5,4,markhaven,1,96,Markham,3519036,43.88371943,-79.25422906,2020-05-17,96,17,inactive,,
MARKHAVEN,54 Parkway Avenue,Central,Non-Profit,No,No,Yes,No, L3P2G4,2010-11-08,27,15,10,9,2,2,8,5,4,6,5,4,markhaven,1,96,Markham,3519036,43.88371943,-79.25422906,2020-04-24,96,14,active,10,19
MARSHALL GOWLAND MANOR,749 Devine Street,Erie St. Clair,Municipal,No,Yes,Yes,No, N7T1X3,2010-08-27,66,35,17,29,15,6,26,15,9,4,3,3,marshall gowland manor,1,126,Sarnia,3538030,42.96399632,-82.38446927,2020-06-02,126,0,inactive,,
MARSHALL GOWLAND MANOR,749 Devine Street,Erie St. Clair,Municipal,No,Yes,Yes,No, N7T1X3,2010-08-27,66,35,17,29,15,6,26,15,9,4,3,3,marshall gowland manor,1,126,Sarnia,3538030,42.96399632,-82.38446927,2020-05-05,126,0,active,0,<5
MAXVILLE MANOR,80 Mechanic Street West,Champlain,Non-Profit,Yes,Yes,Yes,No, K0C1T0,2010-09-17,32,10,3,12,3,2,10,3,,7,1,1,maxville manor,1,122,North Glengarry,3501050,45.28415857,-74.86345425,2020-06-02,122,0,inactive,,
MAXVILLE MANOR,80 Mechanic Street West,Champlain,Non-Profit,Yes,Yes,Yes,No, K0C1T0,2010-09-17,32,10,3,12,3,2,10,3,,7,1,1,maxville manor,1,122,North Glengarry,3501050,45.28415857,-74.86345425,2020-05-21,122,0,active,<5,0
MAYNARD NURSING HOME,28 Halton Street,Toronto Central,For-Profit,No,Yes,Yes,Yes, M6J1R3,2011-08-25,21,11,4,8,1,,4,2,2,8,6,2,maynard nursing home,1,77,Toronto,3520005,43.64880888,-79.4191815,2020-06-02,77,0,inactive,,
MAYNARD NURSING HOME,28 Halton Street,Toronto Central,For-Profit,No,Yes,Yes,Yes, M6J1R3,2011-08-25,21,11,4,8,1,,4,2,2,8,6,2,maynard nursing home,1,77,Toronto,3520005,43.64880888,-79.4191815,2020-04-24,77,0,active,<5,<5
MCCALL CENTRE LONG TERM CARE INTERIM UNIT,140 SHERWAY DRIVE,Mississauga Halton,Non-Profit,No,Yes,No,Yes, M9C1A4,2012-09-07,11,8,4,1,,,,,,2,2,2,mccall centre long term care interim unit,1,21,Toronto,3520005,43.61006437,-79.56210244,2020-05-12,21,0,inactive,,
