outbreak,cleaned_name,name,address,city,postal_code,LHIN,home_type,number_beds,short_stay,residents_council,family_council,accreditation,antipsychotic_percent,pressure_ulcers_percent,falls_percent,restraints_percent,depression_percent,pain_percent,first_inspection_date,last_inspection_date,last_rqi_date,3y_inspections,2y_inspections,1y_inspections,3y_withOrders,2y_withOrders,1y_withOrders,cum_resident_deaths,max_resident_cases,max_hcw_cases,date_first_outbreak,date_max_cases,date_max_HCWcases,date_first_resolved,CSDname,CSDuid,latitude,longitude
1.0,the village of sandalwood park,THE VILLAGE OF SANDALWOOD PARK,425 Great Lakes Drive,Brampton, L6R2W8,Central West,For-Profit,120.0,No,Yes,Yes,Yes,26.7,4.5,18.9,3.7,32.0,0.7,2010-09-27,2020-11-12,2017-11-14,8.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2020-06-15,2020-06-25,2020-06-15,2020-07-08,Brampton,3521010.0,43.74100870000001,-79.7717325
0.0,the village of tansley woods,THE VILLAGE OF TANSLEY WOODS,4100 Upper Middle Road,Burlington, L7M4W8,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,144.0,No,Yes,Yes,Yes,6.1,3.6,18.3,3.7,38.3,1.6,2010-11-03,2020-03-10,2018-05-16,15.0,9.0,8.0,6.0,3.0,3.0,,,,,,,,Burlington,3524002.0,43.38367062,-79.79950979
1.0,the village of taunton mills,THE VILLAGE OF TAUNTON MILLS,3800 Brock Street North,Whitby, L1R3A5,Central East,For-Profit,120.0,No,Yes,Yes,Yes,15.4,3.8,17.3,1.1,38.6,6.9,2010-08-23,2020-10-05,2019-01-09,13.0,11.0,8.0,3.0,2.0,2.0,0.0,0.0,1.0,2020-05-14,2020-05-14,2020-05-14,2020-05-28,Whitby,3518009.0,43.91312705,-78.95825897
1.0,the village of wentworth heights,THE VILLAGE OF WENTWORTH HEIGHTS,1620 Upper Wentworth Street,Hamilton, L9B2W3,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,120.0,No,Yes,Yes,Yes,21.7,3.8,28.5,0.0,30.1,3.5,2010-09-11,2020-01-07,2018-02-22,7.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2020-05-12,2020-05-12,2020-05-12,2020-05-22,Hamilton,3525005.0,43.19832568,-79.8734372
1.0,the village of winston park,THE VILLAGE OF WINSTON PARK,695 Block Line Road,Kitchener, N2E3K1,Waterloo Wellington,For-Profit,95.0,No,Yes,No,Yes,0.7,1.4,13.4,2.6,19.8,0.4,2011-05-18,2020-09-10,2018-05-30,7.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2020-05-12,2020-05-12,2020-05-15,2020-05-24,Kitchener,3530013.0,43.41122949,-80.49867572
1.0,royal terrace,ROYAL TERRACE,600 White's Road,Palmerston, N0G2P0,Waterloo Wellington,For-Profit,67.0,No,Yes,Yes,Yes,26.5,2.2,10.8,14.1,40.0,2.9,2010-08-10,2020-09-28,2017-10-12,5.0,4.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,2020-04-24,2020-04-24,2020-04-24,2020-05-12,Minto,3523043.0,43.83992155,-80.84393637
1.0,garden court nursing home,GARDEN COURT NURSING HOME,1 Sand Beach Road,Etobicoke, M8V2W2,Toronto Central,For-Profit,45.0,No,Yes,Yes,No,31.5,3.8,8.4,2.1,8.2,25.3,2010-12-09,2020-10-16,2018-10-11,5.0,4.0,2.0,2.0,2.0,1.0,10.0,21.0,12.0,2020-05-30,2020-06-12,2020-06-12,2020-07-18,Toronto,3520005.0,43.60195707,-79.49680752
1.0,earls court village,EARLS COURT VILLAGE,"1390 Highbury Avenue, North",London, N5Y0B6,South West,For-Profit,128.0,No,Yes,Yes,Yes,21.1,3.5,16.3,5.5,26.7,3.3,2014-10-21,2020-09-24,2018-05-24,34.0,19.0,10.0,13.0,11.0,7.0,1.0,9.0,8.0,2020-04-24,2020-04-29,2020-04-29,2020-05-20,London,3539036.0,43.02686099,-81.21868721
1.0,kensington village,KENSINGTON VILLAGE,1340 Huron Street,London, N5V3R3,South West,For-Profit,78.0,Yes,Yes,Yes,Yes,8.4,5.4,18.9,4.7,24.8,4.1,2010-07-20,2020-08-10,2018-10-26,8.0,3.0,2.0,2.0,1.0,0.0,7.0,1.0,1.0,2020-04-24,2020-04-24,2020-04-24,2020-06-19,London,3539036.0,43.02140839,-81.21450391
1.0,shepherd lodge,SHEPHERD LODGE,3760 Sheppard Avenue East,Toronto, M1T3K9,Central East,Non-Profit,252.0,No,Yes,Yes,Yes,10.6,2.5,14.5,1.0,12.4,1.1,2011-01-24,2020-10-01,2017-05-09,14.0,13.0,9.0,3.0,3.0,2.0,0.0,1.0,1.0,2020-04-25,2020-04-30,2020-05-01,2020-05-05,Toronto,3520005.0,43.78271331,-79.29413397
1.0,altamont care community,ALTAMONT CARE COMMUNITY,92 Island Road,Scarborough, M1C2P5,Central East,For-Profit,159.0,Yes,Yes,Yes,Yes,10.8,2.5,14.0,0.0,29.2,2.1,2010-09-16,2020-11-13,2019-02-26,12.0,10.0,5.0,4.0,3.0,2.0,53.0,125.0,62.0,2020-04-24,2020-04-24,2020-05-14,2020-06-12,Toronto,3520005.0,43.79854962,-79.14005432
0.0,barnswallow place care community,BARNSWALLOW PLACE CARE COMMUNITY,120 Barnswallow Drive,Elmira, N3B2Y9,Waterloo Wellington,For-Profit,96.0,No,Yes,No,Yes,8.7,2.4,16.8,3.5,20.8,1.6,2010-09-14,2020-08-28,2017-11-14,3.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,Woolwich,3530035.0,43.59297082,-80.57796106
0.0,bloomington cove care community,BLOOMINGTON COVE CARE COMMUNITY,13621 Ninth  Line RR #2,Stouffville, L4A7X3,Central,For-Profit,112.0,Yes,Yes,Yes,Yes,10.5,2.3,20.3,0.3,22.6,1.4,2010-09-10,2020-10-08,2018-05-11,14.0,10.0,4.0,3.0,1.0,0.0,,,,,,,,Whitchurch-Stouffville,3519044.0,44.00278365,-79.26290138
1.0,bradford valley care community,BRADFORD VALLEY CARE COMMUNITY,2656 6th Line,Bradford, L3Z3H5,Central,For-Profit,246.0,No,Yes,Yes,Yes,8.4,1.4,10.8,0.6,20.8,1.3,2011-01-10,2020-10-23,2018-04-09,10.0,7.0,6.0,4.0,2.0,2.0,12.0,20.0,10.0,2020-04-24,2020-04-24,2020-04-24,2020-05-20,Bradford West Gwillimbury,3543014.0,44.09967975,-79.57244678
1.0,camilla care community,CAMILLA CARE COMMUNITY,2250 Hurontario Street,Mississauga, L5B1M8,Mississauga Halton,For-Profit,236.0,Yes,Yes,Yes,Yes,26.3,1.7,7.2,0.6,14.9,0.2,2010-08-17,2020-09-29,2019-03-19,15.0,10.0,7.0,5.0,3.0,1.0,68.0,152.0,57.0,2020-04-24,2020-05-05,2020-05-18,2020-06-09,Mississauga,3521005.0,43.57311436,-79.60700205
1.0,case manor care community,CASE MANOR CARE COMMUNITY,28 Boyd Street P.O. Box 670,Bobcaygeon, K0M1A0,Central East,For-Profit,96.0,No,Yes,Yes,Yes,21.3,1.3,12.9,0.2,12.8,2.1,2011-09-19,2020-01-17,2018-05-22,11.0,8.0,5.0,2.0,1.0,0.0,0.0,6.0,7.0,2020-04-27,2020-04-27,2020-04-30,2020-05-08,Kawartha Lakes,3516010.0,44.54008478,-78.54103519
0.0,cedarvale lodge retirement and care community,CEDARVALE LODGE RETIREMENT AND CARE COMMUNITY,121 Morton Avenue,Keswick, L4P2M5,Central,For-Profit,60.0,No,Yes,Yes,Yes,24.7,4.9,21.1,0.3,20.5,9.3,2011-10-24,2020-03-05,2018-09-28,11.0,9.0,8.0,3.0,2.0,2.0,,,,,,,,Georgina,3519070.0,44.232338,-79.456847
0.0,cheltenham care community,CHELTENHAM CARE COMMUNITY,5935 Bathurst Street,North York, M2R1Y8,Central,For-Profit,170.0,Yes,Yes,Yes,Yes,15.1,4.0,8.7,0.0,14.5,2.3,2011-03-03,2020-01-21,2017-10-05,9.0,7.0,6.0,2.0,1.0,1.0,,,,,,,,Toronto,3520005.0,43.7818402,-79.44446061
1.0,creedan valley care community,CREEDAN VALLEY CARE COMMUNITY,143 Mary Street,Creemore, L0M1G0,North Simcoe Muskoka,For-Profit,95.0,No,Yes,Yes,Yes,14.0,1.4,20.2,0.7,28.1,3.7,2010-09-28,2020-08-26,2017-11-24,11.0,9.0,6.0,7.0,6.0,4.0,0.0,0.0,1.0,2020-06-09,2020-06-09,2020-06-09,2020-06-19,Clearview,3543005.0,44.32664057,-80.09982767
1.0,deerwood creek care community,DEERWOOD CREEK CARE COMMUNITY,70 Humberline Drive,Etobicoke, M9W7H3,Central West,For-Profit,160.0,No,Yes,Yes,Yes,3.4,1.1,11.2,0.0,6.8,2.5,2010-12-10,2020-02-07,2018-04-11,11.0,9.0,7.0,3.0,2.0,1.0,0.0,0.0,1.0,2020-05-30,2020-05-30,2020-05-30,2020-06-08,Toronto,3520005.0,43.73160489,-79.61744587
1.0,fieldstone commons care community,FIELDSTONE COMMONS CARE COMMUNITY,1000 Ellesmere Road,Scarborough, M1P5G2,Central East,For-Profit,224.0,Yes,Yes,Yes,Yes,20.6,2.4,16.9,1.1,14.4,0.9,2011-03-16,2020-02-10,2018-10-18,8.0,4.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,2020-05-28,2020-05-28,2020-05-28,2020-07-05,Toronto,3520005.0,43.76728591,-79.27793126
1.0,fountain view care community,FOUNTAIN VIEW CARE COMMUNITY,1800 O'Connor Drive,East York, M4A1W7,Toronto Central,For-Profit,158.0,No,Yes,Yes,Yes,19.2,2.6,21.6,0.0,24.2,3.4,2010-10-05,2020-07-22,2018-07-13,12.0,11.0,6.0,3.0,3.0,2.0,0.0,0.0,1.0,2020-04-28,2020-04-28,2020-04-28,2020-05-15,Toronto,3520005.0,43.7205599,-79.30496586
0.0,fox ridge care community,FOX RIDGE CARE COMMUNITY,389 West Street,Brantford, N3R3V9,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,122.0,No,Yes,Yes,Yes,10.2,1.9,16.4,7.6,25.6,3.5,2010-07-21,2020-10-13,2019-02-06,10.0,8.0,8.0,5.0,5.0,5.0,,,,,,,,Brantford,3529006.0,43.15692506,-80.25558282
0.0,granite ridge care community,GRANITE RIDGE CARE COMMUNITY,5501 Abbott Street East,Stittsville, K2S2C5,Champlain,For-Profit,224.0,No,Yes,Yes,Yes,20.0,1.9,22.7,1.8,20.6,1.8,2010-08-30,2020-10-15,2017-11-14,14.0,8.0,4.0,0.0,0.0,0.0,,,,,,,,Ottawa,3506008.0,45.26988372,-75.90499269
1.0,harmony hills care community,HARMONY HILLS CARE COMMUNITY,1800 O'Connor Drive,Toronto, M4A1W7,Toronto Central,For-Profit,160.0,No,Yes,Yes,Yes,13.4,1.6,16.4,0.0,16.7,0.8,2010-12-14,2020-02-14,2017-11-06,5.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2020-06-13,2020-06-13,2020-06-13,2020-06-18,Toronto,3520005.0,43.7205599,-79.30496586
1.0,hawthorn woods care community,HAWTHORN WOODS CARE COMMUNITY,9257 Goreway Drive,Brampton, L6P0N5,Central West,For-Profit,160.0,No,Yes,Yes,Yes,8.9,1.4,13.4,0.0,19.6,1.3,2010-09-16,2020-10-14,2018-10-02,17.0,13.0,9.0,5.0,3.0,1.0,0.0,0.0,1.0,2020-06-13,2020-06-13,2020-06-13,2020-07-13,Brampton,3521010.0,43.75755779,-79.68888879
0.0,langstaff square care community,LANGSTAFF SQUARE CARE COMMUNITY,170 Red Maple Road,Richmond Hill, L4B4T8,Central,For-Profit,160.0,No,Yes,Yes,Yes,20.7,1.6,12.9,1.7,17.0,1.8,2010-09-27,2020-08-11,2017-10-02,8.0,5.0,4.0,2.0,1.0,1.0,,,,,,,,Richmond Hill,3519038.0,43.84482422,-79.42478351
1.0,madonna care community,MADONNA CARE COMMUNITY,1541 St. Joseph Boulevard,Orleans, K1C7L3,Champlain,For-Profit,160.0,No,Yes,Yes,Yes,28.3,2.8,18.9,2.6,24.8,2.5,2011-05-17,2020-10-08,2019-02-25,44.0,36.0,24.0,6.0,4.0,4.0,46.0,55.0,50.0,2020-04-24,2020-04-29,2020-05-15,2020-06-09,Ottawa,3506008.0,45.46043427,-75.559988
1.0,maple grove care community,MAPLE GROVE CARE COMMUNITY,215 Sunny Meadow Blvd.,Brampton, L6R3B5,Central West,For-Profit,160.0,No,Yes,Yes,Yes,30.6,2.1,15.6,0.5,14.7,1.8,2010-07-20,2020-07-27,2018-06-13,13.0,11.0,7.0,7.0,5.0,3.0,1.0,5.0,1.0,2020-05-13,2020-05-22,2020-05-13,2020-07-04,Brampton,3521010.0,43.75771219,-79.75483001
1.0,midland gardens care community,MIDLAND GARDENS CARE COMMUNITY,130 Midland Avenue,Scarborough, M1N4B2,Central East,For-Profit,299.0,Yes,Yes,Yes,Yes,27.3,4.0,21.1,1.8,11.1,2.1,2010-07-16,2020-11-02,2018-04-12,44.0,31.0,15.0,22.0,14.0,6.0,42.0,77.0,30.0,2020-04-24,2020-06-12,2020-06-04,2020-07-19,Toronto,3520005.0,43.708358600000004,-79.24749635
0.0,muskoka shores care community,MUSKOKA SHORES CARE COMMUNITY,200 Kelly Drive,Gravenhurst, P1P1P3,North Simcoe Muskoka,For-Profit,183.0,No,Yes,Yes,Yes,3.0,0.7,20.2,4.4,29.4,5.8,2011-01-10,2020-09-04,2017-11-10,19.0,16.0,13.0,5.0,3.0,2.0,,,,,,,,Gravenhurst,3544002.0,44.9143044,-79.36729389
0.0,norfinch care community,NORFINCH CARE COMMUNITY,22 Norfinch Drive,North York, M3N1X1,Central,For-Profit,160.0,No,Yes,Yes,Yes,20.8,1.4,13.7,0.0,9.8,3.2,2010-08-30,2020-09-24,2018-04-30,8.0,7.0,6.0,2.0,2.0,2.0,,,,,,,,Toronto,3520005.0,43.756787599999996,-79.52618684
1.0,owen hill care community,OWEN HILL CARE COMMUNITY,130 Owen Street,Barrie, L4M3H7,North Simcoe Muskoka,For-Profit,57.0,No,Yes,Yes,Yes,22.3,2.4,26.6,0.0,20.8,2.0,2011-04-21,2020-10-07,2018-09-12,5.0,3.0,2.0,0.0,0.0,0.0,12.0,18.0,13.0,2020-04-25,2020-05-09,2020-05-18,2020-05-28,Barrie,3543042.0,44.3951391,-79.69019855
1.0,rockcliffe care community,ROCKCLIFFE CARE COMMUNITY,3015 Lawrence Avenue East,Scarborough, M1P2V7,Central East,For-Profit,204.0,Yes,Yes,Yes,Yes,17.2,4.4,14.7,2.0,12.0,1.2,2011-05-30,2020-07-21,2018-01-08,17.0,16.0,11.0,4.0,4.0,2.0,0.0,0.0,1.0,2020-05-02,2020-05-02,2020-05-02,2020-04-24,Toronto,3520005.0,43.75467751,-79.24789355
1.0,secord trails care community,SECORD TRAILS CARE COMMUNITY,263 Wonham Street South,Ingersoll, N5C3P6,South West,For-Profit,80.0,Yes,Yes,Yes,Yes,25.5,5.9,29.9,3.4,27.6,3.7,2010-07-28,2020-10-13,2018-03-26,13.0,11.0,6.0,8.0,6.0,3.0,0.0,0.0,7.0,2020-05-22,2020-05-22,2020-05-22,2020-06-22,Ingersoll,3532018.0,43.03265541,-80.88305150000002
1.0,silverthorn care community,SILVERTHORN CARE COMMUNITY,4350 Mississauga Road,Mississauga, L5M7C8,Mississauga Halton,For-Profit,160.0,No,Yes,Yes,Yes,7.7,1.3,9.4,0.0,7.6,1.2,2010-10-13,2020-06-03,2018-02-06,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2020-04-24,2020-04-24,2020-04-24,2020-06-03,Mississauga,3521005.0,43.56232545,-79.68858187
1.0,spencer house,SPENCER HOUSE,835 West Ridge Blvd.,Orillia, L3V8B3,North Simcoe Muskoka,Non-Profit,160.0,No,Yes,Yes,Yes,5.9,2.1,21.5,0.0,19.3,2.0,2010-08-13,2020-08-13,2017-11-06,12.0,10.0,4.0,2.0,1.0,0.0,0.0,,,,,,2020-04-24,Orillia,3543052.0,44.60314495,-79.45390869
1.0,st. george care community,ST. GEORGE CARE COMMUNITY,225 St. George Street,Toronto, M5R2M2,Toronto Central,For-Profit,238.0,Yes,Yes,Yes,Yes,13.5,2.8,12.8,0.0,10.2,2.1,2010-11-08,2020-07-24,2017-11-24,12.0,8.0,5.0,2.0,2.0,1.0,0.0,0.0,6.0,2020-04-26,2020-04-26,2020-06-11,2020-06-24,Toronto,3520005.0,43.67253289,-79.40161649
0.0,streetsville care community,STREETSVILLE CARE COMMUNITY,1742 Bristol Road West,Mississauga, L5M1X9,Mississauga Halton,For-Profit,118.0,No,Yes,Yes,Yes,10.0,1.3,9.0,0.0,4.8,1.6,2010-07-21,2020-08-25,2018-02-05,7.0,3.0,1.0,1.0,0.0,0.0,,,,,,,,Mississauga,3521005.0,43.58212646,-79.70532398
0.0,trillium retirement and care community,TRILLIUM RETIREMENT AND CARE COMMUNITY,800 Edgar Street,Kingston, K7M8S4,South East,For-Profit,190.0,Yes,Yes,Yes,Yes,19.1,3.3,23.1,1.0,20.0,5.9,2010-08-10,2020-07-17,2018-01-19,26.0,15.0,9.0,2.0,1.0,1.0,,,,,,,,Kingston,3510010.0,44.25040282,-76.55202522
1.0,tullamore care community,TULLAMORE CARE COMMUNITY,133 Kennedy Road South,Brampton, L6W3G3,Central West,For-Profit,159.0,Yes,Yes,Yes,Yes,24.8,3.4,24.1,0.0,11.7,6.7,2010-10-13,2020-08-13,2018-08-08,18.0,14.0,8.0,5.0,3.0,1.0,0.0,0.0,1.0,2020-06-07,2020-06-07,2020-06-07,2020-06-21,Brampton,3521010.0,43.68480267,-79.73603059999998
1.0,villa leonardo gambin,VILLA LEONARDO GAMBIN,40 Friuli Court,Woodbridge, L4L9T3,Central,Non-Profit,168.0,Yes,Yes,Yes,Yes,14.5,1.2,4.9,0.4,18.6,1.6,2011-06-09,2020-06-10,2018-04-10,8.0,7.0,6.0,2.0,1.0,0.0,13.0,33.0,27.0,2020-04-24,2020-04-24,2020-05-14,2020-06-24,Vaughan,3519028.0,43.7661994,-79.57417395
1.0,waters edge care community,WATERS EDGE CARE COMMUNITY,401 William Street,North Bay, P1A1X5,North East,For-Profit,148.0,No,Yes,Yes,Yes,11.2,2.7,16.7,0.0,10.7,2.4,2011-10-17,2020-08-25,2017-09-29,16.0,11.0,6.0,3.0,2.0,1.0,0.0,1.0,1.0,2020-05-28,2020-05-28,2020-07-04,2020-07-17,North Bay,3548044.0,46.27873103,-79.44783366
1.0,weston terrace care community,WESTON TERRACE CARE COMMUNITY,2005 Lawrence Avenue West,Toronto, M9N3V4,Central,For-Profit,224.0,No,Yes,Yes,Yes,22.8,2.7,13.3,0.5,11.9,2.0,2010-08-24,2020-07-21,2018-11-22,13.0,11.0,6.0,6.0,6.0,4.0,34.0,42.0,39.0,2020-04-24,2020-05-02,2020-05-18,2020-07-14,Toronto,3520005.0,43.70123959,-79.51015143
1.0,woodbridge vista care community,WOODBRIDGE VISTA CARE COMMUNITY,5400 Steeles Avenue West,Woodbridge, L4L9S1,Central West,For-Profit,224.0,No,Yes,Yes,Yes,8.0,0.8,11.4,0.0,11.7,0.1,2010-11-17,2020-09-18,2018-02-12,13.0,12.0,7.0,4.0,3.0,1.0,31.0,80.0,43.0,2020-05-09,2020-05-28,2020-06-23,2020-07-16,Vaughan,3519028.0,43.75961009,-79.59777826
1.0,woodhall park care community,WOODHALL PARK CARE COMMUNITY,10260 Kennedy Road North,Brampton, L6Z4N7,Central West,For-Profit,147.0,No,Yes,Yes,Yes,21.0,1.5,14.1,3.1,15.9,0.8,2010-10-19,2020-11-10,2017-09-21,9.0,6.0,4.0,3.0,2.0,2.0,0.0,1.0,0.0,2020-06-12,2020-06-12,2020-06-12,2020-06-30,Brampton,3521010.0,43.72036028,-79.78370712
1.0,woods park care centre,WOODS PARK CARE CENTRE,110 Lillian Crescent,Barrie, L4N5H7,North Simcoe Muskoka,For-Profit,123.0,Yes,Yes,Yes,Yes,21.3,2.4,17.3,2.6,13.5,1.5,2011-11-17,2020-01-14,2018-09-07,10.0,7.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,2020-04-24,2020-04-24,2020-04-24,2020-05-06,Barrie,3543042.0,44.4026669,-79.71672256
1.0,lanark heights long term care centre,LANARK HEIGHTS LONG TERM CARE CENTRE,46 Lanark Crescent,Kitchener, N2N2Z8,Waterloo Wellington,For-Profit,160.0,No,Yes,Yes,Yes,9.0,1.1,13.9,0.0,7.5,1.1,2010-08-26,2020-10-27,2017-12-06,7.0,6.0,4.0,0.0,0.0,0.0,1.0,8.0,6.0,2020-04-24,2020-04-24,2020-04-29,2020-05-19,Kitchener,3530013.0,43.42436319,-80.53544803
1.0,westmount gardens long term care home,WESTMOUNT GARDENS LONG TERM CARE HOME,590 Longworth Road,London, N6K4X9,South West,For-Profit,160.0,No,Yes,Yes,Yes,3.2,3.2,14.1,3.2,13.3,2.1,2010-07-05,2020-08-26,2018-07-19,11.0,9.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2020-06-19,2020-06-19,2020-06-19,2020-07-03,London,3539036.0,42.95042607,-81.30566973
0.0,iroquois lodge nursing home,IROQUOIS LODGE NURSING HOME,1755 Chiefswood Road P.O. Box 309,Ohsweken, N0A1M0,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,50.0,Yes,Yes,Yes,Yes,28.4,3.3,17.6,3.1,32.9,20.7,2011-05-18,2020-10-21,2018-04-17,8.0,7.0,6.0,2.0,2.0,1.0,,,,,,,,Six Nations (Part) 40,3529020.0,43.07299235,-80.11640017
1.0,dom lipa,DOM LIPA,52 Neilson Drive,Etobicoke, M9C1V7,Mississauga Halton,Non-Profit,66.0,No,Yes,No,No,24.1,1.3,12.0,0.0,10.6,5.4,2011-11-14,2020-03-16,2017-11-05,4.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2020-04-24,2020-04-24,2020-06-03,2020-05-12,Toronto,3520005.0,43.62949697,-79.56513824
1.0,maple view,MAPLE VIEW,1029-4Th Avenue West,Owen Sound, N4K4W1,South West,For-Profit,29.0,No,Yes,Yes,Yes,26.4,3.2,22.4,0.0,25.7,2.0,2010-07-21,2020-09-28,2018-01-25,3.0,3.0,1.0,0.0,0.0,0.0,0.0,22.0,6.0,2020-04-24,2020-04-24,2020-04-24,2020-05-03,Owen Sound,3542059.0,44.56743597,-80.94905687
0.0,victoria village manor,VICTORIA VILLAGE MANOR,78 Ross Street,Barrie, L4N1G3,North Simcoe Muskoka,Non-Profit,128.0,Yes,Yes,Yes,Yes,8.3,0.3,20.0,0.0,7.7,0.0,2010-10-12,2020-07-22,2019-03-15,20.0,19.0,15.0,10.0,10.0,7.0,,,,,,,,Barrie,3543042.0,44.391121999999996,-79.69850695
0.0,spruce lodge home for the aged,SPRUCE LODGE HOME FOR THE AGED,643 West Gore Street,Stratford, N5A1L4,South West,Municipal,128.0,Yes,Yes,No,Yes,17.6,3.5,20.3,0.4,31.8,2.1,2010-09-21,2020-10-22,2017-12-28,8.0,7.0,4.0,3.0,2.0,2.0,,,,,,,,Stratford,3531011.0,43.36760056,-81.00083747
1.0,sprucedale care centre,SPRUCEDALE CARE CENTRE,96 Kittridge Avenue East,Strathroy, N7G2A8,South West,For-Profit,96.0,No,Yes,Yes,Yes,1.8,1.6,12.0,4.0,44.0,13.7,2010-09-15,2020-08-28,2017-12-20,4.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,,2020-04-24,Strathroy-Caradoc,3539015.0,42.96355986,-81.62413493
1.0,st. clair o'connor community nursing home,ST. CLAIR O'CONNOR COMMUNITY NURSING HOME,2701 St Clair Avenue East,East York, M4B3M3,Toronto Central,Non-Profit,25.0,No,Yes,Yes,Yes,3.9,1.7,11.6,6.2,15.6,29.7,2011-08-15,2019-02-04,2017-11-30,3.0,1.0,1.0,0.0,0.0,0.0,8.0,18.0,13.0,2020-04-24,2020-04-24,2020-04-24,2020-05-24,Toronto,3520005.0,43.7056131,-79.31276747
1.0,ukrainian canadian care centre,UKRAINIAN CANADIAN CARE CENTRE,60 Richview Road,Etobicoke, M9A5E4,Central,Non-Profit,152.0,No,Yes,Yes,Yes,25.3,2.0,13.3,4.1,18.3,0.2,2010-09-03,2020-07-16,2018-10-18,6.0,5.0,3.0,2.0,1.0,1.0,10.0,25.0,14.0,2020-04-24,2020-04-24,2020-06-24,2020-07-15,Toronto,3520005.0,43.68434358,-79.51869943
0.0,bethammi nursing home,BETHAMMI NURSING HOME,63 Carrie Street,Thunder Bay, P7A4J2,North West,Non-Profit,110.0,No,Yes,Yes,Yes,13.4,3.7,15.1,12.6,19.4,9.0,2011-12-01,2020-06-17,2019-04-15,21.0,17.0,11.0,9.0,8.0,4.0,,,,,,,,Thunder Bay,3558004.0,48.44135877,-89.24131667
1.0,hogarth riverview manor,HOGARTH RIVERVIEW MANOR,300 Lillie Street,Thunder Bay, P7C4Y7,North West,Non-Profit,543.0,No,Yes,Yes,Yes,19.6,4.7,19.9,19.8,25.1,4.8,2010-09-21,2020-10-01,2018-05-24,41.0,28.0,16.0,21.0,13.0,6.0,0.0,0.0,1.0,2020-05-03,2020-05-03,2020-05-03,2020-05-19,Thunder Bay,3558004.0,48.38712316,-89.27025117
0.0,st. joseph's manor,ST. JOSEPH'S MANOR,70 Spine Road,Elliot Lake, P5A1X2,North East,Non-Profit,64.0,Yes,Yes,Yes,Yes,19.5,1.3,12.4,14.9,18.8,10.7,2010-07-21,2020-03-13,2018-03-01,9.0,8.0,7.0,3.0,2.0,1.0,,,,,,,,Elliot Lake,3557041.0,46.38484207,-82.66092821
1.0,mount hope centre for long term care,MOUNT HOPE CENTRE FOR LONG TERM CARE,21 Grosvenor Street P.O. Box 5777,London, N6A1Y6,South West,Non-Profit,394.0,Yes,Yes,Yes,Yes,17.7,3.8,16.9,5.8,31.6,11.2,2011-04-19,2020-09-30,2018-11-16,21.0,13.0,8.0,7.0,4.0,1.0,0.0,,,,,,2020-04-24,London,3539036.0,42.99894988,-81.25634222
1.0,st. gabriel's villa of sudbury,ST. GABRIEL'S VILLA OF SUDBURY,4690 Municipal Road 15,Chelmsford, P0M1L0,North East,Non-Profit,128.0,No,Yes,Yes,Yes,20.2,6.0,18.6,6.8,36.3,6.7,2011-04-13,2020-10-27,2018-05-28,36.0,28.0,20.0,12.0,8.0,4.0,0.0,0.0,1.0,2020-05-02,2020-05-02,2020-05-02,2020-05-19,Greater Sudbury / Grand Sudbury,3553005.0,46.57582100000001,-81.183418
1.0,"st. joseph's villa, sudbury","ST. JOSEPH'S VILLA, SUDBURY",1250 South Bay Road,Sudbury, P3E6L9,North East,Non-Profit,128.0,No,Yes,Yes,Yes,16.0,5.1,24.6,11.9,29.6,2.4,2011-01-24,2020-01-24,2018-04-16,13.0,9.0,5.0,3.0,1.0,0.0,1.0,1.0,1.0,2020-04-24,2020-04-24,2020-04-24,2020-05-11,Greater Sudbury / Grand Sudbury,3553005.0,46.46661488,-80.96677167
0.0,st. joseph's health centre - guelph,"ST. JOSEPH'S HEALTH CENTRE, GUELPH",100 Westmount Road,Guelph, N1H5H8,Waterloo Wellington,Non-Profit,240.0,No,Yes,Yes,Yes,13.8,2.2,16.7,1.8,23.5,4.6,2010-11-16,2020-11-12,2017-06-02,4.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,Guelph,3523008.0,43.549994,-80.272024
