,FACILITY_NAME,Number of dead,HCC_CODE,HLTH_AUTH,STREET_ADDRESS,CITY,POSTAL,PHONE,OPEN_DATE,COUNCIL,ACCRED_STATUS,BEDS_PRIVATE,BEDS_PUBLIC,BEDS_TOTAL,ROOMS_PRIVATE,ROOMS_SEMI,ROOMS_MULTI,COMPLAINTS,SUB_COMPLAINTS,INCIDENT_OUTBREAK,INCIDENT_ABUSE,INCIDENT_FALL,INCIDENT_POISON,INCIDENT_MEDICATION,INCIDENT_WANDERING,INCIDENT_INJURY,INCIDENT_AGGRESSION,INCIDENT_OUTBREAK_100,INCIDENT_ABUSE_100,INCIDENT_FALL_100,INCIDENT_POISON_100,INCIDENT_MEDICATION_100,INCIDENT_WANDERING_100,INCIDENT_INJURY_100,INCIDENT_AGGRESSION_100,AGE,FEMALE,AGE_85_PLUS,AGE_UNDER_65,STAY_LENGTH,DEPRESSION,ADL_DEPENDENT,CPS_SEVERE,DEMENTIA,ABS_PHYS_ABUSIVE,ISE,ISE_LOW,CMI,THERAPY_PT,THERAPY_RT,THERAPY_OT,MEDS_DEPRESSION,MEDS_ANTIPSYCHOTICS,RESTRAINTS,INSPECTIONS,INFRACTIONS,INFRACTIONS_LICENSING,INFRACTIONS_FACILITY,INFRACTIONS_STAFFING,INFRACTIONS_POLICY,INFRACTIONS_CARE,INFRACTIONS_DISEASE,INFRACTIONS_FOOD,INFRACTIONS_MEDICATION,INFRACTIONS_PROGRAM,INFRACTIONS_REPORTING,INFRACTIONS_RIGHTS,INFRACTIONS_OTHER,outbreak_status,residents_council,family_council,accreditation,home_type,years_operating,facility_name,latitude,longitude
128,Hilton Villa Seniors Community,0.0,917D8,Fraser Health,13525 Hilton Rd,Surrey,V3R5J3,(604) 588-3424,1974,"Resident Council, Family Council",Accredited,3,154,157,83,36,0,3,1,3,1,18,0,0,0,3,0,1.9,0.6,11.5,0,0,0,1.9,0,86,0.698,0.629,0.051,749,0.207,0.332,0.375,0.665,0.127,2.9,0.431,0.59,0.453,0.038,0,0.458,0.102,0.067,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,for-profit,46.0,hilton villa seniors community,49.20242145,-122.84672725264093
129,Hogg and Weatherby Pavilions - Peace Arch Hospital,0.0,9A58I,Fraser Health,15521 Russell Ave.,White Rock,V4B2R4,(604) 541-5837,1987,"Resident Council, Family Council",Unknown,0,234,234,30,78,12,2,0,2,0,24,0,0,1,2,0,0.9,0,10.3,0,0,0.4,0.9,0,90,0.739,0.769,0.022,785,0.177,0.28,0.242,0.483,0.086,2.6,0.523,0.57,0.155,0.67,0.124,0.482,0.188,0.032,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,unknown,health_authority,33.0,hogg and weatherby pavilions - peace arch hospital,49.03015955,-122.79236954999999
130,Holyrood Manor,0.0,91842,Fraser Health,22710 Holyrood Ave,Maple Ridge,V2X3E6,(604) 467-8831,,Family Council,Accredited,2,123,125,0,0,0,0,0,1,2,15,0,0,0,4,1,0.8,1.6,12,0,0,0,3.2,0.8,86,0.815,0.583,0.033,1196,0.31,0.199,0.252,0.719,0.119,2.3,0.528,0.61,0,0.706,0,0.501,0.2,0.012,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,yes,yes,for-profit,,holyrood manor,49.2122959,-122.5939042
131,Houston Health Centre,0.0,937C0,Northern Health,3202 - 14th St,Houston,V0J1Z0,(250) 845-2294,2010,No Councils,Accredited,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0.81,0.429,0.19,701,0.182,0.273,0.273,0.727,0,2.5,0.545,0.56,0.455,0.545,0,0.636,0.81,0.087,2.0,13.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,no,no,no,yes,health_authority,10.0,houston health centre,54.396218,-126.65281
132,Inglewood Care Centre,0.0,999J9,Vancouver Coastal Health,725 Inglewood Avenue,West Vancouver,V7T1X5,(604) 922-9394,1979,"Resident Council, Family Council",Unknown,0,230,230,196,17,0,5,4,0,2,32,1,0,7,7,11,0,0.9,13.9,0.4,0,3,3,4.8,86,0.654,0.664,0.021,1062,0.292,0.3,0.389,0.763,0.119,2.9,0.409,0.54,0.063,0.225,0,0.534,0.199,0.038,13.0,8.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,no,yes,yes,unknown,for-profit,41.0,inglewood care centre,49.3354367,-123.1356688
133,Jackman Manor,0.0,9ADHD,Fraser Health,27477 28 Ave,Aldergrove,V4W3L9,(604) 856-4161,1982,Resident & Family Council (combined),Not Accredited,0,88,88,88,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1.1,0,0,0,0,0,88,0.701,0.72,0.014,1118,0.226,0.287,0.364,0.777,0.073,2.2,0.587,0.54,0.079,0.021,0,0.449,0.155,0.049,3.0,9.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,yes,yes,no,non-profit,38.0,jackman manor,49.0538233,-122.4630403
134,Jackson House - Ashcroft Hospital and Health Centre,0.0,9A6I3,Interior Health,700 Ash-Cache Creek Hwy,Ashcroft,V0K1A0,(250) 453-2211,1979,Resident & Family Council (combined),Accredited,0,22,22,20,1,1,0,0,0,1,1,0,1,0,0,0,0,4.5,4.5,0,4.5,0,0,0,87,0.725,0.6,0.025,1095,0.286,0.405,0.095,0.56,0.012,3.3,0.333,0.58,0.167,0,0,0.44,0.329,0.019,1.0,5.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,yes,yes,yes,health_authority,41.0,jackson house - ashcroft hospital and health centre,,
135,James Bay Care Centre,0.0,9C426,Vancouver Island Health,336 Simcoe St.,Victoria,V8V1L2,(250) 388-6457,1971,Resident Council,Accredited,0,115,115,95,10,0,1,0,0,0,11,0,0,4,0,0,0,0,9.6,0,0,3.5,0,0,85,0.716,0.59,0.023,673,0.293,0.131,0.174,0.712,0.106,2.8,0.471,0.58,0,0.724,0,0.492,0.109,0.004,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,no,yes,no,yes,for-profit,49.0,james bay care centre,48.4173083,-123.376914
136,Joseph Creek Village,0.0,92IJA,Interior Health,1901 Willowbrook Dr,Cranbrook,V1C6S4,(250) 417-0666,2003,"Resident Council, Family Council",Unknown,2,100,102,102,0,0,4,1,0,2,9,0,0,5,2,0,0,2,8.8,0,0,4.9,2,0,80,0.643,0.393,0.113,1311,0.258,0.24,0.293,0.568,0.05,3.3,0.315,0.61,0.298,0.728,0.42,0.45,0.298,0.052,8.0,15.0,1.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,no,yes,yes,unknown,for-profit,17.0,joseph creek village,49.5270986,-115.7452938
137,Jubilee Lodge,0.0,9A69E,Northern Health,1475 Edmonton Street,Prince George,V2M1S2,(250) 565-2286,1979,"Resident Council, Family Council",Accredited,0,66,66,4,3,14,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0.501,0.489,0.052,1131,0.178,0.382,0.408,0.658,0.033,2.5,0.474,0.59,0,0.612,0.013,0.428,0.246,0.165,1.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,no,yes,yes,yes,health_authority,41.0,jubilee lodge,53.9120966,-122.7626315
138,Jubilee Multi Generational Housing Society,0.0,99C25,Fraser Health,3460 Kalyk Avenue,Burnaby,V5G3B2,(604) 434-2666,1975,"Resident Council, Family Council",Not Accredited,0,60,60,12,18,3,3,1,2,3,7,0,0,2,0,1,3.3,5,11.7,0,0,3.3,0,1.7,89,0.689,0.716,0,656,0.209,0.378,0.474,0.283,0.043,3.4,0.335,0.59,0.126,0.013,0,0.4,0.077,0.013,3.0,11.0,0.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,no,yes,yes,no,non-profit,45.0,jubilee multi generational housing society,49.2528169,-123.0130025
139,Kamloops Seniors Village,0.0,92DCA,Interior Health,1220 Hugh Allan Dr.,Kamloops,V1S2B3,(250) 571-1800,2004,"Resident Council, Family Council",Accredited,14,100,114,114,0,0,1,0,2,3,11,0,0,3,7,2,1.8,2.6,9.6,0,0,2.6,6.1,1.8,85,0.65,0.611,0.041,784,0.146,0.383,0.215,0.75,0.064,2.8,0.421,0.56,0,0.46,0.197,0.537,0.174,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,for-profit,16.0,kamloops seniors village,50.6499607,-120.3729788
140,Kimberley Special Care Home,0.0,91711,Interior Health,386 2nd Ave,Kimberley,V1A2Z8,(250) 427-4807,1979,"Resident Council, Family Council",Accredited,0,55,55,49,3,0,0,0,0,4,0,0,0,1,1,0,0,7.3,0,0,0,1.8,1.8,0,87,0.615,0.692,0.029,632,0.278,0.396,0.264,0.802,0.033,2.8,0.519,0.58,0.406,0,0.009,0.495,0.076,0.234,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,yes,yes,yes,health_authority,41.0,kimberley special care home,49.6899979,-115.9896466
141,KinVillage West Court,0.0,9A4JH,Fraser Health,5410 10th Ave.,Delta,V4M3X8,(604) 943-0155,1980,Resident Council,Accredited,0,100,100,100,0,0,1,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,90,0.671,0.763,0.014,,0.218,0.241,0.347,0.603,0.05,2.4,0.588,0.57,0.176,0.653,0.021,0.406,0.162,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,no,yes,non-profit,40.0,kinvillage west court,,
142,Kinsmen Lodge,0.0,9942B,Fraser Health,9650 137A Street,Surrey,V3T4H9,(604) 588-0445,1975,Resident & Family Council (combined),Accredited,0,157,157,143,7,0,3,0,0,0,10,0,0,0,2,1,0,0,6.4,0,0,0,1.3,0.6,86,0.605,0.583,0.058,1037,0.258,0.332,0.206,0.499,0.146,2.3,0.594,0.6,0.009,0.82,0,0.409,0.158,0.019,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,non-profit,45.0,kinsmen lodge,49.1777346,-122.8417995
143,Kiwanis Care Centre,0.0,9AD1I,Fraser Health,35 Clute Street,New Westminster,V3L1Z5,(604) 525-6471,1982,"Resident Council, Family Council",Accredited,0,75,75,59,8,0,0,0,1,0,10,0,0,0,0,0,1.3,0,13.3,0,0,0,0,0,88,0.946,0.695,0.006,1409,0.209,0.28,0.209,0.571,0.067,3.2,0.313,0.65,0.556,0.709,0.347,0.504,0.13,0.045,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,non-profit,38.0,kiwanis care centre,49.2232118,-122.9150878
144,Kiwanis Pavilion,0.0,9AC36,Vancouver Island Health,3034 Cedar Hill Road,Victoria,V8T3J3,(250) 598-2022,1982,Family Council (residents can attend),Accredited,6,116,122,122,0,0,0,0,1,0,14,0,0,0,1,2,0.8,0,11.5,0,0,0,0.8,1.6,83,0.666,0.548,0.038,700,0.269,0.285,0.396,0.869,0.138,2.8,0.506,0.6,0.206,0.177,0.029,0.61,0.159,0.038,2.0,5.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,no,no,yes,yes,non-profit,38.0,kiwanis pavilion,48.4464163,-123.3467929
145,Kiwanis Village Lodge,0.0,995AE,Vancouver Island Health,1221 Kiwanis Crescent,Nanaimo,V9S5Y1,(250) 753-6471,1991,"Resident Council, Family Council",Unknown,0,75,75,75,0,0,4,3,0,0,11,0,0,0,1,0,0,0,14.7,0,0,0,1.3,0,85,0.746,0.608,0.096,1110,0.258,0.333,0.199,0.633,0.067,2.7,0.472,0.59,0.011,0,0.007,0.449,0.269,0.088,7.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,no,yes,yes,unknown,non-profit,29.0,kiwanis village lodge,49.186109,-123.96893
146,Kopernik Lodge,0.0,99A2I,Vancouver Coastal Health,3150 Rosemont Drive,Vancouver,V5S2C9,(604) 438-2474,1979,"Resident Council, Family Council",Not Accredited,0,87,87,45,21,0,2,1,1,0,7,0,0,4,3,7,1.1,0,8,0,0,4.6,3.4,8,87,0.864,0.652,0.026,951,0.343,0.385,0.264,0.533,0.124,2.2,0.567,0.59,0.016,0.127,0.005,0.507,0.296,0.117,3.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,no,non-profit,41.0,kopernik lodge,49.21522,-123.039
147,Lady Minto Hospital,0.0,9A5G5,Vancouver Island Health,135 Crofton Rd,Salt Spring Island,V8K1T1,(250) 538-4804,1957,"Resident Council, Family Council",Accredited,0,29,29,1,4,5,0,0,,,,,,,,,,,,,,,,,88,0.746,0.731,0.022,675,0.064,0.327,0.364,0.309,0.055,1.7,0.745,0.6,0.027,0.009,0,0.345,0.084,0.132,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,yes,yes,yes,health_authority,63.0,lady minto hospital,,
148,Lake Country Lodge,0.0,9B969,Interior Health,100-10163 Konschuh Rd,Winfield,V4V2M2,(250) 766-3007,1987,"Resident Council, Family Council",Unknown,4,45,49,41,4,0,0,0,1,1,4,0,0,4,4,1,2,2,8.2,0,0,8.2,8.2,2,87,0.702,0.651,0.041,602,0.235,0.11,0.19,0.63,0.04,5.3,0.07,0.59,0.01,0.02,0.095,0.575,0.221,0.069,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,unknown,for-profit,33.0,lake country lodge,50.0291435,-119.3984578
149,Lakeshore Care Centre,0.0,992HG,Fraser Health,657 Gatensbury Street,Coquitlam,V3J5G9,(604) 939-9277,,"Resident Council, Family Council",Not Accredited,21,35,56,42,7,0,1,1,0,1,1,0,0,0,0,0,0,1.8,1.8,0,0,0,0,0,85,0.704,0.645,0.065,1526,0.217,0.434,0.448,0.783,0.126,2.2,0.601,0.6,0.007,0.119,0,0.364,0.17,0.112,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,yes,yes,no,for-profit,,lakeshore care centre,49.2595472,-122.8563516
150,Lakeview Care Centre,0.0,9C477,Vancouver Coastal Health,3490 Porter Street,Vancouver,V5N5W4,(604) 874-2803,1993,"Resident Council, Family Council",Accredited,0,177,177,105,36,0,0,0,2,0,10,0,0,2,0,0,1.1,0,5.6,0,0,1.1,0,0,87,0.643,0.693,0.016,1143,0.238,0.218,0.293,0.585,0.096,4.1,0.2,0.56,0,0.023,0,0.347,0.106,0.014,4.0,7.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,no,yes,yes,yes,for-profit,27.0,lakeview care centre,49.25348995,-123.06648814723717
151,Lakeview Lodge,0.0,93DAA,Interior Health,2337 Butt Road,West Kelowna,V4T3L3,(250) 768-3802,2013,Resident & Family Council (combined),Unknown,14,100,114,114,0,0,0,0,1,3,26,0,0,4,8,2,0.9,2.6,22.8,0,0,3.5,7,1.8,85,0.681,0.627,0.046,805,0.08,0.174,0.328,0.767,0.063,3.4,0.33,0.56,0.126,0.5,0.004,0.53,0.126,0.079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,unknown,for-profit,7.0,lakeview lodge,49.8370173,-119.6237769
152,Langley Gardens,0.0,925CA,Fraser Health,8888 202nd Street,Langley,V1M4A7,(604) 888-0228,2008,"Resident Council, Family Council",Accredited,19,73,92,86,6,0,1,0,1,0,16,0,0,0,0,1,1.1,0,17.4,0,0,0,0,1.1,89,0.695,0.81,0.012,535,0.127,0.339,0.151,0.606,0.04,2.3,0.59,0.58,0.381,0.405,0.053,0.333,0.098,0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,for-profit,12.0,langley gardens,49.1663494,-122.6609691
153,Langley Memorial Hospital ECU,0.0,9A5E0,Fraser Health,22051 Fraser Hwy,Langley,V3A4H4,(604) 514-6026,,Resident Council,Unknown,0,230,230,8,4,44,5,1,1,0,1,0,0,3,0,0,0.4,0,0.4,0,0,1.3,0,0,89,0.721,0.712,0.03,597,0.137,0.269,0.258,0.542,0.071,2.6,0.531,0.57,0.065,0.523,0.04,0.467,0.233,0.024,6.0,10.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,no,yes,no,unknown,health_authority,,langley memorial hospital ecu,49.094477499999996,-122.61166744542867
154,Laurel Place,0.0,9359A,Fraser Health,9688 137A St,Surrey,V3T4H9,(604) 582-6336,2008,"Resident & Family Council (combined), Food Council",Accredited,13,202,215,207,4,0,1,0,0,0,17,0,0,0,2,0,0,0,7.9,0,0,0,0.9,0,85,0.584,0.604,0.059,899,0.189,0.379,0.252,0.58,0.061,2.4,0.607,0.6,0.167,0.017,0.002,0.396,0.156,0.166,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,for-profit,12.0,laurel place,49.1784219,-122.8417807
155,Little Mountain Place,0.0,9BA01,Vancouver Coastal Health,330 East 36th Avenue,Vancouver,V5W3Z4,(604) 325-2298,1987,Resident & Family Council (combined),Not Accredited,0,117,117,117,0,0,1,0,2,0,15,0,0,6,1,18,1.7,0,12.8,0,0,5.1,0.9,15.4,84,0.555,0.514,0.03,1417,0.222,0.331,0.21,0.606,0.103,2.4,0.574,0.53,0.002,0.013,0.004,0.371,0.185,0.093,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,no,non-profit,33.0,little mountain place,49.2376636,-123.0998532
156,Louis Brier Home and Hospital,0.0,999G3,Vancouver Coastal Health,1055 West 41st Ave,Vancouver,V6M1W9,(604) 261-9376,1979,"Resident Council, Family Council",Accredited,0,215,215,149,33,0,1,1,2,0,22,0,0,8,3,12,0.9,0,10.2,0,0,3.7,1.4,5.6,85,0.614,0.59,0.039,1410,0.182,0.457,0.339,0.574,0.134,1.9,0.691,0.58,0.159,0.207,0.082,0.517,0.347,0.019,6.0,16.0,2.0,5.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,0.0,no,yes,yes,yes,non-profit,41.0,louis brier home and hospital,49.2346366,-123.12927274582046
157,Luther Court,0.0,99DIG,Vancouver Island Health,1525 Cedar Hill Cross Rd,Victoria,V8P5M1,(250) 477-7241,1979,No Councils,Accredited,0,60,60,60,0,0,0,0,0,0,2,0,0,1,0,2,0,0,3.3,0,0,1.7,0,3.3,84,0.641,0.593,0.056,762,0.351,0.367,0.558,0.733,0.072,1.8,0.721,0.59,0.08,0,0,0.55,0.116,0.012,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,no,yes,non-profit,41.0,luther court,48.4619202,-123.3364271
158,MSA Manor,0.0,98H7B,Fraser Health,2510 Gladwin Rd,Abbotsford,V2T3N9,(604) 853-5831,1973,Resident Council,Accredited,0,34,34,34,0,0,0,0,0,1,3,0,0,0,0,0,0,2.9,8.8,0,0,0,0,0,90,0.615,0.735,0.003,944,0.213,0.279,0.235,0.515,0.044,2.6,0.478,0.58,0.015,0.051,0,0.61,0.366,0.02,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,no,yes,non-profit,47.0,msa manor,49.04747485,-122.31462286620345
159,Mackenzie and District Hospital and Health Centre,0.0,93790,Northern Health,45 Centennial Drive,Mackenzie,V0J2C0,(250) 997-3263,2009,No Councils,Accredited,0,5,5,4,0,0,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,no,no,yes,health_authority,11.0,mackenzie and district hospital and health centre,55.3375782,-123.100648
160,Malaspina Gardens,0.0,99I1B,Vancouver Island Health,100 Eleventh Street,Nanaimo,V9R6R6,(250) 745-7711,2017,"Resident Council, Family Council",Accredited,1,135,136,136,0,0,1,0,1,0,29,0,0,3,2,0,0.7,0,21.3,0,0,2.2,1.5,0,81,0.602,0.461,0.112,854,0.275,0.253,0.23,0.619,0.055,3.2,0.358,0.57,0.039,0.009,0.018,0.453,0.126,0.013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,for-profit,3.0,malaspina gardens,49.1298617,-123.9227916
161,Maple Ridge Seniors Village,0.0,9376A,Fraser Health,22141 - 119th Avenue,Maple Ridge,V2X2Y7,(604) 466-3053,2009,"Resident Council, Family Council",Accredited,18,90,108,108,0,0,7,3,0,2,20,0,0,0,6,9,0,1.9,18.5,0,0,0,5.6,8.3,85,0.601,0.575,0.015,614,0.239,0.309,0.412,0.77,0.149,2.3,0.629,0.57,0.058,0.103,0.003,0.358,0.273,0.095,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,for-profit,11.0,maple ridge seniors village,49.2193789,-122.6084592
162,Maplewood House,0.0,9BE34,Fraser Health,1919 Jackson St.,Abbotsford,V2S2Z8,(604) 853-5585,1989,Resident Council,Accredited,0,78,78,78,0,0,1,0,0,2,7,0,0,0,1,0,0,2.6,9,0,0,0,1.3,0,85,0.598,0.58,0.062,607,0.184,0.375,0.398,0.666,0.181,1.9,0.662,0.6,0.04,0.331,0.02,0.535,0.363,0.128,3.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,no,yes,non-profit,31.0,maplewood house,49.0366072,-122.3091484
163,Mariposa Gardens,0.0,935JA,Interior Health,8816 97th Street (highway 97),Osoyoos,V0H1V5,(250) 495-8124,2008,"Resident Council, Family Council",Unknown,5,104,109,97,6,0,2,1,3,3,16,0,0,2,2,0,2.8,2.8,14.7,0,0,1.8,1.8,0,86,0.724,0.62,0.009,801,0.169,0.108,0.429,0.881,0.112,4.1,0.11,0.58,0.148,0.347,0,0.656,0.136,0.057,3.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,unknown,for-profit,12.0,mariposa gardens,49.034727,-119.4770583
164,McBride and District Hospital,0.0,9A681,Northern Health,1136 5th Avenue,McBride,V0J2E0,(250) 569-2251,2001,,Accredited,0,9,9,7,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0.5,1,0,,0.194,0.516,0.355,0.968,0.032,3.6,0.194,0.59,0.097,0,0,0.452,0.373,0.2,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,no,no,no,yes,health_authority,19.0,mcbride and district hospital,53.3016398,-120.1608281
165,McKinney Place - South Okanagan General Hospital,0.0,9A722,Interior Health,911 McKinney Road,Oliver,V0H1T3,(250) 498-5040,1980,"Resident Council, Family Council",Accredited,0,75,75,7,4,15,0,0,1,2,7,0,0,1,0,0,1.3,2.7,9.3,0,0,1.3,0,0,86,0.621,0.665,0.023,210,0.257,0.229,0.286,0.669,0.037,1.7,0.743,0.54,0.094,0.224,0.029,0.286,0.158,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,health_authority,40.0,mckinney place - south okanagan general hospital,49.1835315,-119.53900043064311
166,Menno Home,0.0,98H8D,Fraser Health,32910 Brundige Ave,Abbotsford,V2S1N2,(604) 853 -2411,1954,"Resident Council, Family Council",Accredited,0,196,196,186,5,0,2,0,0,0,20,0,1,1,1,0,0,0,10.2,0,0.5,0.5,0.5,0,87,0.641,0.628,0.022,780,0.224,0.151,0.239,0.818,0.166,3,0.443,0.56,0.059,0.843,0.044,0.58,0.123,0.036,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,non-profit,66.0,menno home,49.0401555,-122.3081538
167,Menno Hospital,0.0,9A6H1,Fraser Health,32945 Marshall Road,Abbotsford,V2S1K1,(604) 859-7631,1960,"Resident Council, Family Council",Accredited,0,151,151,59,43,2,0,0,1,0,16,0,0,0,2,1,0.7,0,10.6,0,0,0,1.3,0.7,88,0.763,0.732,0.033,834,0.24,0.257,0.18,0.611,0.085,2.3,0.579,0.59,0.106,0.707,0.064,0.518,0.051,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,non-profit,60.0,menno hospital,49.03929855,-122.31110698892837
168,Minoru Residence,0.0,9A5B4,Vancouver Coastal Health,7333 Gollner Avenue,Richmond,V6Y0J1,(604) 244-5300,1993,"Resident Council, Family Council",Accredited,0,250,250,70,90,0,0,0,2,0,14,0,0,0,0,0,0.8,0,5.6,0,0,0,0,0,84,0.583,0.572,0.055,1304,0.175,0.527,0.328,0.385,0.038,2.1,0.635,0.6,0.328,0.018,0.149,0.402,0.24,0.062,2.0,8.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,no,yes,yes,yes,health_authority,27.0,minoru residence,49.16897,-123.15
169,Minto House - Arrow Lakes Hospital,0.0,9A5A2,Interior Health,97 1st Avenue NE,Nakusp,V0G1R0,(250) 265-5233,1980,"Resident Council, Family Council",Accredited,0,16,16,15,0,0,0,0,2,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,86,0.641,0.624,0.043,604,0,0.39,0.322,0.797,0.034,3.5,0.288,0.57,0.339,0,0,0.424,0.239,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,health_authority,40.0,minto house - arrow lakes hospital,50.2392729,-117.795712
170,Mission Creek Landing,0.0,98J5G,Interior Health,3081 Hall Rd,Kelowna,V1W2R5,(250) 860-2330,1979,"Resident Council, Family Council",Accredited,4,100,104,94,5,0,0,2,2,2,9,0,1,2,1,0,1.9,1.9,8.7,0,1,1.9,1,0,88,0.76,0.754,0.01,590,0.289,0.221,0.234,0.747,0.044,3.4,0.315,0.54,0.01,0.003,0.128,0.549,0.075,0.022,5.0,17.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,no,yes,yes,yes,for-profit,41.0,mission creek landing,49.8697756,-119.429557
