,FACILITY_NAME,Number of dead,HCC_CODE,HLTH_AUTH,STREET_ADDRESS,CITY,POSTAL,PHONE,OPEN_DATE,COUNCIL,ACCRED_STATUS,BEDS_PRIVATE,BEDS_PUBLIC,BEDS_TOTAL,ROOMS_PRIVATE,ROOMS_SEMI,ROOMS_MULTI,COMPLAINTS,SUB_COMPLAINTS,INCIDENT_OUTBREAK,INCIDENT_ABUSE,INCIDENT_FALL,INCIDENT_POISON,INCIDENT_MEDICATION,INCIDENT_WANDERING,INCIDENT_INJURY,INCIDENT_AGGRESSION,INCIDENT_OUTBREAK_100,INCIDENT_ABUSE_100,INCIDENT_FALL_100,INCIDENT_POISON_100,INCIDENT_MEDICATION_100,INCIDENT_WANDERING_100,INCIDENT_INJURY_100,INCIDENT_AGGRESSION_100,AGE,FEMALE,AGE_85_PLUS,AGE_UNDER_65,STAY_LENGTH,DEPRESSION,ADL_DEPENDENT,CPS_SEVERE,DEMENTIA,ABS_PHYS_ABUSIVE,ISE,ISE_LOW,CMI,THERAPY_PT,THERAPY_RT,THERAPY_OT,MEDS_DEPRESSION,MEDS_ANTIPSYCHOTICS,RESTRAINTS,INSPECTIONS,INFRACTIONS,INFRACTIONS_LICENSING,INFRACTIONS_FACILITY,INFRACTIONS_STAFFING,INFRACTIONS_POLICY,INFRACTIONS_CARE,INFRACTIONS_DISEASE,INFRACTIONS_FOOD,INFRACTIONS_MEDICATION,INFRACTIONS_PROGRAM,INFRACTIONS_REPORTING,INFRACTIONS_RIGHTS,INFRACTIONS_OTHER,outbreak_status,residents_council,family_council,accreditation,home_type,years_operating,facility_name,index,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,address,location,point,geo_lat,geo_lon
230,Simon K.Y. Lee Seniors Care Home,0,926I0,Vancouver Coastal Health,555 Carrall Street,Vancouver,V6B2J8,(604) 608-8800,2001,"Resident Council, Family Council",Unknown,4,110,114,104,5,0,2,1,0,0,6,0,1,0,2,1,0,0,5.3,0,0.9,0,1.8,0.9,88,0.708,0.729,0.025,1594,0.18,0.367,0.228,0.672,0.104,3.1,0.37,0.55,0.167,0.002,0.007,0.33,0.208,0.065,6,3,0,1,1,0,0,0,0,1,0,0,0,0,no,yes,yes,unknown,non-profit,19,simon k.y. lee seniors care home,,,,,,,,,,,,,,,49.2814788,-123.1043333,"555 Carrall Street, Vancouver, British Columbia, Canada","Carrall Street, Chinatown, Vancouver, Metro Vancouver Regional District, British Columbia, V6B 6E3, Canada","(49.2814788, -123.1043333, 0.0)",49.2814788,-123.1043333
231,Slocan Community Health Centre - The Pavillion,0,98G52,Interior Health,401 Galena Ave,New Denver,V0G1S0,(250) 358-7911,1979,"Resident Council, Family Council",Accredited,0,28,28,6,20,0,0,0,0,0,2,0,0,0,1,0,0,0,7.1,0,0,0,3.6,0,87,0.641,0.627,0.026,510,0.157,0.259,0.102,0.648,0.028,4.1,0.25,0.55,0.315,0,0.102,0.491,0.157,0,1,3,0,0,0,0,0,0,0,1,0,2,0,0,no,yes,yes,yes,health_authority,41,slocan community health centre - the pavillion,,,,,,,,,,,,,,,49.9843977,-117.3754623,"401 Galena Ave, New Denver, British Columbia, Canada","Galena Avenue, New Denver, Regional District of Central Kootenay, British Columbia, V0G 1S0, Canada","(49.9843977, -117.3754623, 0.0)",49.9843977,-117.3754623
233,Spring Valley Seniors Community,0,990F2,Interior Health,355 Terai Court,Kelowna,V1X5X6,(250) 979-6000,1979,"Resident Council, Family Council",Unknown,1,150,151,114,8,0,3,1,1,1,20,0,0,4,9,4,0.7,0.7,13.2,0,0,2.6,6,2.6,86,0.615,0.627,0.046,675,0.242,0.217,0.221,0.695,0.109,2.9,0.422,0.56,0.003,0.272,0.104,0.433,0.234,0.038,3,9,2,0,0,1,4,1,0,0,0,1,0,0,no,yes,yes,unknown,for-profit,41,spring valley seniors community,,,,,,,,,,,,,,,49.8855029,-119.416278,"355 Terai Court, Kelowna, British Columbia, Canada","355, Terai Court, Rutland, Dilworth Mountain, Kelowna, Regional District of Central Okanagan, British Columbia, V1X 4J2, Canada","(49.8855029, -119.416278, 0.0)",49.8855029,-119.416278
235,St. Michael's Centre,0,9A9FB,Fraser Health,7451 Sussex Avenue,Burnaby,V5J5C2,(604)-434-1323,1981,Resident & Family Council (combined),Not Accredited,0,144,144,20,36,9,2,0,0,2,6,0,0,1,0,0,0,1.4,4.2,0,0,0.7,0,0,84,0.635,0.538,0.03,603,0.169,0.41,0.235,0.594,0.077,2,0.646,0.63,0.008,0.433,0.185,0.456,0.171,0.153,7,5,0,1,1,1,1,1,0,0,0,0,0,0,no,yes,yes,no,non-profit,39,st. michael's centre,,,,,,,,,,,,,,,49.2157228,-123.0052424,"7451 Sussex Avenue, Burnaby, British Columbia, Canada","7451, Sussex Avenue, Fairways at Nelson, South Slope, Burnaby, Metro Vancouver Regional District, British Columbia, V5J 5C2, Canada","(49.2157228, -123.0052424, 0.0)",49.2157228,-123.0052424
236,St. Vincent's - Brock Fahrni Pavilion,0,9A587,Vancouver Coastal Health,4650 Oak St.,Vancouver,V6H4J4,(604) 806-9710,1980,Resident Council,Accredited,0,148,148,12,8,30,0,0,0,0,5,0,0,0,0,1,0,0,3.4,0,0,0,0,0.7,83,0.328,0.551,0.089,741,0.257,0.345,0.304,0.532,0.049,2,0.687,0.59,0.014,0.002,0.007,0.369,0.165,0.027,3,2,0,1,0,0,0,0,0,0,0,1,0,0,no,yes,no,yes,non-profit,40,st. vincent's - brock fahrni pavilion,,,,,,,,,,,,,,,49.2432438,-123.123011,"4650 Oak St., Vancouver, British Columbia, Canada","Brock Fahrni Pavillion, 4650, Oak Street, South Cambie, Vancouver, Metro Vancouver Regional District, British Columbia, V6H 4J4","(49.2432438, -123.12301099560094, 0.0)",49.2432438,-123.123011
237,St. Vincent's - Langara,0,9C05H,Vancouver Coastal Health,255 W 62nd Ave,Vancouver,V5X4V4,(604) 325-4116,1991,"Resident Council, Family Council",Accredited,0,197,197,17,8,41,0,0,1,0,12,0,1,4,0,3,0.5,0,6.1,0,0.5,2,0,1.5,85,0.751,0.56,0.045,1002,0.212,0.405,0.376,0.557,0.046,2.2,0.62,0.61,0.125,0.043,0.063,0.318,0.162,0.039,2,2,0,0,0,0,1,0,0,0,0,1,0,0,no,yes,yes,yes,non-profit,29,st. vincent's - langara,,,,,,,,,,,,,,,49.2147869,-123.1108188,"255 W 62nd Ave, Vancouver, British Columbia, Canada","St. Vincent's Hospital Langara, 255, West 62nd Avenue, Sunset, Vancouver, Metro Vancouver Regional District, British Columbia, V5X, Canada","(49.2147869, -123.11081877119537, 0.0)",49.2147869,-123.1108188
242,Sun Pointe Village,0,92450,Interior Health,700 Rutland Road N,Kelowna,V1X7W8,(250) 491-1400,2000,"Resident Council, Family Council",Unknown,0,100,100,100,0,0,0,0,2,3,8,1,0,3,5,0,2,3,8,1,0,3,5,0,84,0.691,0.562,0.06,984,0.359,0.304,0.452,0.847,0.104,2.3,0.521,0.57,0,0.468,0.022,0.614,0.257,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,yes,unknown,non-profit,20,sun pointe village,,,,,,,,,,,,,,,49.8958819,-119.3870785,"700 Rutland Road N, Kelowna, British Columbia, Canada","700, Rutland Road North, Rutland, Kelowna, Regional District of Central Okanagan, British Columbia, V1X 2M9, Canada","(49.8958819, -119.3870785, 0.0)",49.8958819,-119.3870785
244,Sunnybank Retirement Home,0,98IDJ,Interior Health,6553 Park Drive,Oliver,V0H1T0,(250) 498-4951,1979,Resident & Family Council (combined),Accredited,0,51,51,51,0,0,0,0,1,0,10,0,0,0,2,0,2,0,19.6,0,0,0,3.9,0,88,0.588,0.746,0.038,565,0.29,0.241,0.173,0.549,0.031,2.5,0.475,0.57,0.228,0.352,0.068,0.346,0.21,0.051,1,2,0,1,0,0,0,0,0,0,0,1,0,0,no,yes,yes,yes,health_authority,41,sunnybank retirement home,,,,,,,,,,,,,,,49.18796645,-119.5395662,"6553 Park Drive, Oliver, British Columbia, Canada","Sunnybank Centre, 6553, Park Drive, Oliver, Regional District of Okanagan-Similkameen, British Columbia, V0H 1T0, Canada","(49.18796645, -119.53956620008628, 0.0)",49.18796645,-119.5395662
245,Sunridge Place Seniors Community,0,93580,Vancouver Island Health,361 Bundock Ave,Duncan,V9L3P1,(250) 748-8048,2008,"Resident Council, Family Council",Not Accredited,0,160,160,160,0,0,19,9,1,0,28,0,0,0,5,7,0.6,0,17.5,0,0,0,3.1,4.4,82,0.605,0.472,0.091,1228,0.16,0.206,0.259,0.709,0.091,2.6,0.495,0.55,0.014,0.003,0.064,0.614,0.262,0.022,5,10,0,1,1,0,5,0,0,0,0,3,0,0,no,yes,yes,no,for-profit,12,sunridge place seniors community,,,,,,,,,,,,,,,48.7787315,-123.696975,"361 Bundock Ave, Duncan, British Columbia, Canada","Bundock Avenue, Duncan, Cowichan Valley Regional District, British Columbia, V9L 3R6, Canada","(48.7787315, -123.696975, 0.0)",48.7787315,-123.696975
247,Swan Valley Lodge,0,98F21,Interior Health,818 Vancouver St,Creston,V0B1G4,(250) 428-2283,1995,"Resident Council, Family Council",Accredited,0,90,90,90,0,0,0,0,0,0,4,0,2,4,1,0,0,0,4.4,0,2.2,4.4,1.1,0,84,0.632,0.49,0.047,777,0.183,0.322,0.257,0.716,0.107,2.9,0.432,0.56,0.169,0.015,0,0.527,0.236,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,yes,yes,health_authority,25,swan valley lodge,1583,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V0B1G4,creston,bc,,Creston,,59,49.0978772,-116.5163929,"818 Vancouver St, Creston, British Columbia, Canada","818, Vancouver Street, Creston, Regional District of Central Kootenay, British Columbia, V1B 1G0, Canada","(49.0978772, -116.5163929, 0.0)",49.0978772,-116.5163929
249,Talarico Place - Castlegar District Community Health Centre,0,9C0DE,Interior Health,709 10th Street,Castlegar,V1N2H7,(250) 365-7221,1991,"Resident Council, Family Council",Accredited,0,60,60,38,11,0,1,0,1,2,5,1,0,0,0,0,1.7,3.3,8.3,1.7,0,0,0,0,88,0.717,0.724,0.016,721,0.244,0.449,0.327,0.571,0.088,2.4,0.483,0.6,0.215,0,0.01,0.449,0.066,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,no,yes,yes,yes,health_authority,29,talarico place - castlegar district community health centre,,,,,,,,,,,,,,,49.3144174,-117.6608054,"709 10th Street, Castlegar, British Columbia, Canada","10th Street, Castlegar, Regional District of Central Kootenay, British Columbia, V1N 1H4, Canada","(49.3144174, -117.6608054, 0.0)",49.3144174,-117.6608054
251,The Cascades Care Community,0,9A599,Fraser Health,45586 Mcintosh Drive,Chilliwack,V2P7W8,(604) 795-2500,2006,"Resident Council, Family Council",Unknown,13,106,119,101,9,0,0,0,0,0,16,0,1,0,2,1,0,0,13.4,0,0.8,0,1.7,0.8,88,0.66,0.723,0.034,710,0.148,0.277,0.296,0.666,0.138,2.2,0.642,0.6,0.002,0.019,0,0.594,0.2,0.071,1,2,0,0,0,0,1,0,0,0,0,1,0,0,no,yes,yes,unknown,for-profit,14,the cascades care community,,,,,,,,,,,,,,,49.1608031,-121.9656901,"45586 Mcintosh Drive, Chilliwack, British Columbia, Canada","McIntosh Drive, Chilliwack, British Columbia, V2P 6Z3, Canada","(49.1608031, -121.9656901, 0.0)",49.1608031,-121.9656901
257,The Madison Care Centre,0,935IA,Fraser Health,1399 Foster Avenue,Coquitlam,V3J2N1,(604) 936-9231,2008,"Resident Council, Family Council",Not Accredited,41,96,137,128,9,0,6,1,0,1,5,0,0,0,1,0,0,0.7,3.6,0,0,0,0.7,0,89,0.87,0.797,0,1069,0.255,0.361,0.343,0.681,0.075,2.5,0.517,0.55,0.099,0.06,0.005,0.478,0.165,0.246,5,1,0,1,0,0,0,0,0,0,0,0,0,0,no,yes,yes,no,for-profit,12,the madison care centre,,,,,,,,,,,,,,,49.2568192,-122.8931522,"1399 Foster Avenue, Coquitlam, British Columbia, Canada","Foster Avenue, Cariboo, Coquitlam, Metro Vancouver Regional District, British Columbia, V3J 0A0, Canada","(49.2568192, -122.8931522, 0.0)",49.2568192,-122.8931522
258,The Mayfair,0,9C3GE,Fraser Health,33433 Marshall Road,Abbotsford,V2S1K8,(604) 855-7217,2015,Resident & Family Council (combined),Not Accredited,30,61,91,80,2,0,1,1,2,0,8,0,0,1,5,2,2.2,0,8.8,0,0,1.1,5.5,2.2,84,0.682,0.585,0.074,838,0.452,0.343,0.323,0.665,0.129,2.3,0.597,0.56,0.056,0.052,0,0.597,0.197,0.135,3,3,0,1,1,0,0,1,0,0,0,0,0,0,no,yes,yes,no,non-profit,5,the mayfair,,,,,,,,,,,,,,,49.03936815,-122.2976834,"33433 Marshall Road, Abbotsford, British Columbia, Canada","The Mayfair senior living + care, 33433, Marshall Road, Mill Lake, Abbotsford, British Columbia, V2S 1K8, Canada","(49.03936815, -122.29768336109245, 0.0)",49.03936815,-122.2976834
259,The Pines,0,9C373,Northern Health,800 Centre St.,Burns Lake,V0J1E0,(250) 692-2490,1992,"Resident Council, Family Council",Accredited,0,36,36,26,5,0,,,1,0,1,0,0,0,0,0,2.8,0,2.8,0,0,0,0,0,87,0.712,0.644,0.023,34,0.081,0.199,0.353,0.625,0.125,3,0.449,0.53,0,0.059,0.228,0.412,0.36,0.078,1,3,0,0,0,0,0,0,0,1,0,2,0,0,no,yes,yes,yes,health_authority,28,the pines,,,,,,,,,,,,,,,54.2365817,-125.7600106,"800 Centre St., Burns Lake, British Columbia, Canada","Centre Street, Burns Lake, Regional District of Bulkley-Nechako, British Columbia, V0J 1E0, Canada","(54.2365817, -125.7600106, 0.0)",54.2365817,-125.7600106
260,The Priory - Heritage Woods,0,921JD,Vancouver Island Health,567 Goldstream Ave.,Langford,V9B2W4,(250) 370-5626,1999,Resident & Family Council (combined),Accredited,0,75,75,75,0,0,1,0,,,,,,,,,,,,,,,,,85,0.78,0.547,0.024,925,0.495,0.13,0.317,0.833,0.061,2.8,0.519,0.55,0,0.843,0.157,0.686,0.384,0.011,1,1,0,1,0,0,0,0,0,0,0,0,0,0,no,yes,yes,yes,health_authority,21,the priory - heritage woods,,,,,,,,,,,,,,,48.44513565,-123.48828,"567 Goldstream Ave., Langford, British Columbia, Canada","The Priory, 567, Goldstream Avenue, Colwood, Capital Regional District, British Columbia, V9B 3A4, Canada","(48.44513565, -123.48827996082501, 0.0)",48.44513565,-123.48828
261,The Priory - Hiscock,0,9A604,Vancouver Island Health,567 Goldstream Ave.,Langford,V9B2W4,(250) 370-5626,1979,Resident & Family Council (combined),Accredited,0,75,75,7,6,14,1,0,,,,,,,,,,,,,,,,,83,0.768,0.525,0.061,428,0.24,0.452,0.423,0.587,0.09,3.1,0.404,0.61,0,0.734,0.734,0.417,0.149,0.014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,yes,yes,health_authority,41,the priory - hiscock,,,,,,,,,,,,,,,48.44513565,-123.48828,"567 Goldstream Ave., Langford, British Columbia, Canada","The Priory, 567, Goldstream Avenue, Colwood, Capital Regional District, British Columbia, V9B 3A4, Canada","(48.44513565, -123.48827996082501, 0.0)",48.44513565,-123.48828
264,The Views - St. Joseph's General Hospital,0,9A6DD,Vancouver Island Health,2137 Comox Avenue,Comox,V9M1P2,(250) 331-8650,1982,"Resident Council, Family Council",Accredited,0,145,145,23,21,13,2,0,,,,,,,,,,,,,,,,,85,0.751,0.59,0.042,624,0.24,0.262,0.183,0.717,0.061,3.4,0.337,0.61,0.068,0.279,0.086,0.603,0.269,0.123,1,2,0,0,1,0,0,0,0,0,0,1,0,0,no,yes,yes,yes,non-profit,38,the views - st. joseph's general hospital,,,,,,,,,,,,,,,49.67354215,-124.9422816,"2137 Comox Avenue, Comox, British Columbia, Canada","The Views at St. Joseph's, 2137, Comox Avenue, Lazo, Comox, Comox Valley Regional District, British Columbia, V9M 3Z0, Canada","(49.67354215, -124.9422815862309, 0.0)",49.67354215,-124.9422816
267,Totem Lodge - Sechelt Hospital,0,9A563,Vancouver Coastal Health,5544 Sunshine Coast Highway,Sechelt,V0N3A0,(604) 885-8602,1988,"Resident Council, Family Council",Accredited,0,49,49,3,3,10,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,85,0.678,0.576,0.073,683,0.226,0.339,0.31,0.601,0.06,2,0.673,0.59,0.048,0,0,0.494,0.16,0.148,1,5,0,1,0,0,2,0,0,0,0,2,0,0,no,yes,yes,yes,health_authority,32,totem lodge - sechelt hospital,,,,,,,,,,,,,,,49.50828093,-123.8980318,"5544 Sunshine Coast Highway, Sechelt, British Columbia, Canada","5544, Sunshine Coast Highway, Sechelt, Sunshine Coast Regional District, British Columbia, V0N 1Y1, Canada","(49.508280926640886, -123.89803176719371, 0.0)",49.50828093,-123.8980318
269,Trinity Care Centre,0,9AGF1,Interior Health,75 Green Ave West,Penticton,V2A7N6,(250) 493-6601,1983,"Resident Council, Family Council",Accredited,0,75,75,75,0,0,0,0,2,0,2,0,0,1,0,0,2.7,0,2.7,0,0,1.3,0,0,83,0.645,0.499,0.061,741,0.119,0.481,0.195,0.549,0.024,2.8,0.433,0.56,0.123,0,0.003,0.379,0.271,0.063,1,3,0,0,1,0,1,0,0,0,0,1,0,0,no,yes,yes,yes,health_authority,37,trinity care centre,1670,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V2A7N6,penticton,bc,,Penticton,,59,49.4631452,-119.5894601,"75 Green Ave West, Penticton, British Columbia, Canada","Green Avenue West, Penticton, Regional District of Okanagan-Similkameen, British Columbia, V2A 6G3, Canada","(49.4631452, -119.5894601, 0.0)",49.4631452,-119.5894601
270,Tsawaayuus - Rainbow Gardens,0,9C2FI,Vancouver Island Health,6151 Russell Place,Port Alberni,V9Y7W3,(250) 724-5655,1982,Resident Council,Unknown,0,30,30,31,0,0,0,0,,,,,,,,,,,,,,,,,80,0.536,0.42,0.123,802,0.188,0.266,0.156,0.422,0.039,2.9,0.305,0.53,0,0,0,0.492,0.221,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,no,yes,no,unknown,non-profit,38,tsawaayuus - rainbow gardens,,,,,,,,,,,,,,,49.2690022,-124.8462038,"6151 Russell Place, Port Alberni, British Columbia, Canada","Russell Place, Alberni, Port Alberni, Alberni-Clayoquot Regional District, British Columbia, V9Y 6Z5, Canada","(49.2690022, -124.8462038, 0.0)",49.2690022,-124.8462038
272,Veterans Memorial Lodge,0,916HD,Vancouver Island Health,4579 Chatterton Way,Saanich,V8X4Y7,(250) 658-0311,1995,Family Council,Accredited,0,225,225,201,12,0,1,0,,,,,,,,,,,,,,,,,89,0.393,0.733,0.022,706,0.196,0.267,0.383,0.718,0.078,2.7,0.477,0.59,0.028,0.001,0.014,0.358,0.173,0.022,1,2,0,0,2,0,0,0,0,0,0,0,0,0,no,no,yes,yes,non-profit,25,veterans memorial lodge,1725,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V8X4Y7,victoria,bc,,Victoria,,59,48.4968,-123.3785,"4579 Chatterton Way, Saanich, British Columbia, Canada","4579, Chatterton Way, Broadmead, Saanich, Capital Regional District, British Columbia, V8X 3T3, Canada","(48.4968, -123.3785, 0.0)",48.4968,-123.3785
277,Village at Mill Creek,0,9911G,Interior Health,1450 Sutherland Avenue,Kelowna,V1Y5Y5,(250) 860-2216,1979,"Resident Council, Family Council",Unknown,14,82,96,96,0,0,0,0,0,0,4,0,0,3,3,2,0,0,4.2,0,0,3.1,3.1,2.1,86,0.629,0.661,0.042,1153,0.252,0.285,0.235,0.834,0.155,2.5,0.551,0.53,0.03,0.416,0.141,0.371,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,yes,unknown,non-profit,41,village at mill creek,,,,,,,,,,,,,,,49.8803526,-119.4681306,"1450 Sutherland Avenue, Kelowna, British Columbia, Canada","1450, Sutherland Avenue, North Kelowna, Kelowna, Regional District of Central Okanagan, British Columbia, V1Y 2S3, Canada","(49.8803526, -119.4681306, 0.0)",49.8803526,-119.4681306
278,Village at Smith Creek,0,9C1H6,Interior Health,2425 Orlin Road,West Kelowna,V4T3C7,(250) 768-0488,1992,Resident & Family Council (combined),Unknown,1,138,139,130,8,0,0,0,4,2,21,2,0,8,11,0,2.9,1.4,15.1,1.4,0,5.8,7.9,0,86,0.628,0.619,0.035,937,0.317,0.302,0.292,0.698,0.06,2.8,0.408,0.56,0.038,0.29,0,0.581,0.248,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,yes,unknown,non-profit,28,village at smith creek,,,,,,,,,,,,,,,49.8433445,-119.6279642,"2425 Orlin Road, West Kelowna, British Columbia, Canada","Orlin Road, Westbank, West Kelowna, Regional District of Central Okanagan, British Columbia, V4T 3E1, Canada","(49.8433445, -119.6279642, 0.0)",49.8433445,-119.6279642
279,Village by the Station,0,92CBA,Interior Health,270 Hastings Avenue,Penticton,V2A2V6,(250) 490-4949,2003,"Resident Council, Family Council",Accredited,0,100,100,133,4,0,1,0,2,4,14,0,1,0,3,1,2,4,14,0,1,0,3,1,84,0.707,0.502,0.029,646,0.182,0.197,0.265,0.722,0.083,2.6,0.535,0.55,0.149,0.106,0.008,0.343,0.356,0.082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,yes,yes,non-profit,17,village by the station,,,,,,,,,,,,,,,49.4851093,-119.5957646,"270 Hastings Avenue, Penticton, British Columbia, Canada","Hastings Avenue, Penticton, Regional District of Okanagan-Similkameen, British Columbia, V2A 6A2, Canada","(49.4851093, -119.5957646, 0.0)",49.4851093,-119.5957646
282,West Vancouver Care Centre,0,9B9IG,Vancouver Coastal Health,1675 27th Street,West Vancouver,V7V4K9,(604) 925-1247,1987,"Resident Council, Family Council",Unknown,3,75,78,23,16,7,0,0,0,0,7,0,0,1,0,0,0,0,9,0,0,1.3,0,0,87,0.754,0.704,0.018,987,0.261,0.307,0.218,0.604,0.025,2.6,0.525,0.58,0.346,0.039,0.032,0.529,0.277,0.032,1,2,0,2,0,0,0,0,0,0,0,0,0,0,no,yes,yes,unknown,for-profit,33,west vancouver care centre,1770,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V7V4K9,west vancouver,bc,,West Vancouver,,59,49.3404055,-123.1887782,"1675 27th Street, West Vancouver, British Columbia, Canada","27th Street, Dundarave, West Vancouver, Metro Vancouver Regional District, British Columbia, V7V 1L1, Canada","(49.3404055, -123.1887782, 0.0)",49.3404055,-123.1887782
283,Westhaven,0,9A642,Vancouver Island Health,3949 Pt. Alberni Hwy,Port Alberni,V9Y4S1,(250) 724-8875,2001,,Accredited,0,32,32,32,0,0,0,0,,,,,,,,,,,,,,,,,80,0.648,0.408,0.072,794,0.183,0.266,0.303,0.44,0.028,3,0.45,0.55,0.248,0.202,0.009,0.523,0.147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,yes,health_authority,19,westhaven,1771,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V9Y4S1,port alberni,bc,,Port Alberni,,59,49.2665244,-124.7749064,"3949 Pt. Alberni Hwy, Port Alberni, British Columbia, Canada","Alberni Highway, Alberni, Port Alberni, Alberni-Clayoquot Regional District, British Columbia, V9Y 8K1, Canada","(49.2665244, -124.7749064, 0.0)",49.2665244,-124.7749064
284,Westview Extended Care - Pentiction Regional Hospital,0,9A6F7,Interior Health,550 Carmi Ave,Penticton,V2A8P9,(250) 492-9039/(250) 492-9026 ,1980,"Resident Council, Family Council",Accredited,0,102,102,10,10,18,0,0,1,0,5,0,1,0,1,0,1,0,4.9,0,1,0,1,0,86,0.588,0.682,0.044,739,0.158,0.313,0.155,0.623,0.042,3.2,0.368,0.58,0.113,0.032,0.103,0.326,0.383,0.066,1,4,0,1,0,0,1,1,0,0,0,1,0,0,no,yes,yes,yes,health_authority,40,westview extended care - pentiction regional hospital,,,,,,,,,,,,,,,49.4826229,-119.5763397,"550 Carmi Ave, Penticton, British Columbia, Canada","Carmi Avenue, Penticton, Regional District of Okanagan-Similkameen, British Columbia, V2A 3J1, Canada","(49.4826229, -119.5763397, 0.0)",49.4826229,-119.5763397
287,William Rudd House,0,91828,Fraser Health,95 Blackberry Drive,New Westminster,V3L5S7,(604) 517-8640,1995,Resident Council,Unknown,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0.485,0,0.939,,0.082,0.347,0,0,0,4.5,0.122,0.69,0.102,0.673,0.102,0.592,0.016,0.195,1,3,0,1,0,0,0,0,0,0,0,2,0,0,no,yes,no,unknown,health_authority,25,william rudd house,1790,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V3L5E8,new westminster,bc,,New Westminster,,59,49.21725645,-122.9010581,"95 Blackberry Drive, New Westminster, British Columbia, Canada","William Rudd House, 95, Blackberry Drive, Victory Heights, Queens Park, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 5P5, Canada","(49.21725645, -122.90105809581377, 0.0)",49.21725645,-122.9010581
289,Willingdon Care Centre,0,9B79H,Fraser Health,4435 Grange St,Burnaby,V5H1P4,(604) 433-2455,1964,Resident Council,Unknown,0,95,95,10,23,10,0,0,1,0,12,0,0,0,0,0,1.1,0,12.6,0,0,0,0,0,89,0.77,0.723,0.02,907,0.194,0.278,0.089,0.612,0.01,2.9,0.449,0.56,0.037,0.26,0.024,0.281,0.099,0.024,1,4,0,1,0,1,0,0,1,0,0,1,0,0,no,yes,no,unknown,for-profit,56,willingdon care centre,1794,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V5H1P4,burnaby,bc,,Burnaby,,59,49.23233265,-123.0048488,"4435 Grange St, Burnaby, British Columbia, Canada","Willingdon Care Centre, 4435, Grange Street, Metrotown, Burnaby, Metro Vancouver Regional District, British Columbia, V5H 3B0, Canada","(49.232332650000004, -123.00484883141232, 0.0)",49.23233265,-123.0048488
