facility_name,Number of dead,HCC_CODE,HLTH_AUTH,STREET_ADDRESS,CITY,POSTAL,PHONE,OPEN_DATE,COUNCIL,ACCRED_STATUS,BEDS_PRIVATE,BEDS_PUBLIC,BEDS_TOTAL,ROOMS_PRIVATE,ROOMS_SEMI,ROOMS_MULTI,COMPLAINTS,SUB_COMPLAINTS,INCIDENT_OUTBREAK,INCIDENT_ABUSE,INCIDENT_FALL,INCIDENT_POISON,INCIDENT_MEDICATION,INCIDENT_WANDERING,INCIDENT_INJURY,INCIDENT_AGGRESSION,INCIDENT_OUTBREAK_100,INCIDENT_ABUSE_100,INCIDENT_FALL_100,INCIDENT_POISON_100,INCIDENT_MEDICATION_100,INCIDENT_WANDERING_100,INCIDENT_INJURY_100,INCIDENT_AGGRESSION_100,AGE,FEMALE,AGE_85_PLUS,AGE_UNDER_65,STAY_LENGTH,DEPRESSION,ADL_DEPENDENT,CPS_SEVERE,DEMENTIA,ABS_PHYS_ABUSIVE,ISE,ISE_LOW,CMI,THERAPY_PT,THERAPY_RT,THERAPY_OT,MEDS_DEPRESSION,MEDS_ANTIPSYCHOTICS,RESTRAINTS,INSPECTIONS,INFRACTIONS,INFRACTIONS_LICENSING,INFRACTIONS_FACILITY,INFRACTIONS_STAFFING,INFRACTIONS_POLICY,INFRACTIONS_CARE,INFRACTIONS_DISEASE,INFRACTIONS_FOOD,INFRACTIONS_MEDICATION,INFRACTIONS_PROGRAM,INFRACTIONS_REPORTING,INFRACTIONS_RIGHTS,INFRACTIONS_OTHER,outbreak_status,point,latitude_x,longitude_x,residents_council,family_council,accreditation,home_type,years_operating,source_facility_type,odhf_facility_type,provider,province,CSDname,Pruid
hawthorne seniors care community,0.0,992JA,Fraser Health,2111 Hawthorne Ave,Port Coquitlam,V3C1W3,(604) 941-4051,,"Resident Council, Family Council",Unknown,0.0,131.0,131.0,115.0,8.0,0.0,0,0,1,0,26,0,0,0,2,0,0.8,0,19.8,0,0,0,1.5,0,82,0.555,0.49,0.066,772,0.122,0.419,0.441,0.537,0.128,2.2,0.656,0.59,0,0.569,0,0.419,0.327,0.022,1.0,9.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,no,"(39.09611249629334, -108.5393338822029, 0.0)",39.096112496293344,-108.53933388220291,yes,yes,unknown,non-profit,,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Port Coquitlam,59.0
henry durand manor,0.0,9A7GF,Interior Health,803 9th St South,Golden,V0A1H0,(250) 344-3402,1980,Resident & Family Council (combined),Accredited,0.0,28.0,28.0,28.0,0.0,0.0,0,0,0,0,12,0,0,0,3,1,0,0,42.9,0,0,0,10.7,3.6,85,0.647,0.676,0.063,573,0.294,0.333,0.382,0.735,0.029,2.1,0.598,0.57,0.088,0.382,0,0.569,0.253,0.093,2.0,10.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,no,"(45.550522, -94.1590416, 0.0)",45.550521999999994,-94.1590416,yes,yes,yes,health_authority,40.0,,,,,,
heritage square,0.0,9BI83,Interior Health,3904 27th St.,Vernon,V1T4X7,(250) 545-2060,2004,Resident & Family Council (combined),Accredited,0.0,50.0,50.0,50.0,0.0,0.0,0,1,0,0,10,0,0,1,3,0,0,0,20,0,0,2,6,0,86,0.644,0.661,0.054,1246,0.536,0.188,0.126,0.681,0.024,3.2,0.29,0.68,0.048,0.758,0.063,0.676,0.093,0.064,1.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(42.614017213550255, -87.85602194135055, 0.0)",42.614017213550255,-87.85602194135056,yes,yes,yes,for-profit,16.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Vernon,59.0
heritage village,0.0,9C5BC,Fraser Health,7525 Topaz Dr,Chilliwack,V2R3C9,(604) 858-1833,1993,Resident & Family Council (combined),Accredited,0.0,100.0,100.0,64.0,12.0,3.0,0,0,2,1,21,0,0,0,3,0,2,1,21,0,0,0,3,0,85,0.544,0.584,0.034,940,0.118,0.31,0.434,0.648,0.127,2.3,0.552,0.57,0.034,0.58,0,0.549,0.273,0.034,2.0,10.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,no,"(39.645081, -75.668962, 0.0)",39.645081,-75.668962,yes,yes,yes,health_authority,27.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Chilliwack,59.0
heron grove,0.0,92IIA,Interior Health,4900 - 20th Street,Vernon,V1T9W3,(250) 542-6101,2007,"Resident Council, Family Council",Accredited,0.0,76.0,76.0,76.0,0.0,0.0,0,0,0,1,5,0,1,0,4,0,0,1.3,6.6,0,1.3,0,5.3,0,83,0.641,0.562,0.076,876,0.415,0.293,0.26,0.633,0.074,2.7,0.476,0.66,0.061,0.087,0.026,0.553,0.127,0.108,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"(42.7060194, -87.7919899, 0.0)",42.706019399999995,-87.7919899,yes,yes,yes,non-profit,13.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Vernon,59.0
hillside village,0.0,92FC0,Interior Health,2891 15 Ave NE,Salmon Arm,V1E2B8,(250) 833-5877,2005,"Resident Council, Family Council",Accredited,0.0,112.0,112.0,112.0,0.0,0.0,1,0,1,0,16,0,0,0,2,0,0.9,0,14.3,0,0,0,1.8,0,86,0.668,0.579,0.024,915,0.176,0.24,0.279,0.754,0.109,4.1,0.176,0.57,0.017,0.12,0.057,0.562,0.266,0.154,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,no,"(51.0659456, -114.0483472, 0.0)",51.0659456,-114.04834720000001,yes,yes,yes,non-profit,15.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Salmon Arm,59.0
hilltop house,0.0,9AIC3,Vancouver Coastal Health,38146 Behrner Drive,Squamish,V8B0C8,(604) 892-9337,1984,"Resident Council, Family Council",Accredited,0.0,86.0,86.0,82.0,2.0,0.0,0,0,0,0,8,0,1,0,0,4,0,0,9.3,0,1.2,0,0,4.7,80,0.625,0.5,0.125,817,0.354,0.277,0.18,0.592,0.061,1.7,0.685,0.56,0.051,0.048,0,0.498,0.166,0.014,3.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,no,"(49.69897821752186, -123.1412989646689, 0.0)",49.698978217521855,-123.1412989646689,yes,yes,yes,health_authority,36.0,,,,,,
hilton villa seniors community,0.0,917D8,Fraser Health,13525 Hilton Rd,Surrey,V3R5J3,(604) 588-3424,1974,"Resident Council, Family Council",Accredited,3.0,154.0,157.0,83.0,36.0,0.0,3,1,3,1,18,0,0,0,3,0,1.9,0.6,11.5,0,0,0,1.9,0,86,0.698,0.629,0.051,749,0.207,0.332,0.375,0.665,0.127,2.9,0.431,0.59,0.453,0.038,0,0.458,0.102,0.067,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(51.1504169, 0.8551603, 0.0)",51.150416899999996,0.8551603000000001,yes,yes,yes,for-profit,46.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Surrey,59.0
holyrood manor,0.0,91842,Fraser Health,22710 Holyrood Ave,Maple Ridge,V2X3E6,(604) 467-8831,,Family Council,Accredited,2.0,123.0,125.0,0.0,0.0,0.0,0,0,1,2,15,0,0,0,4,1,0.8,1.6,12,0,0,0,3.2,0.8,86,0.815,0.583,0.033,1196,0.31,0.199,0.252,0.719,0.119,2.3,0.528,0.61,0,0.706,0,0.501,0.2,0.012,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(51.5575191, -0.3780642, 0.0)",51.5575191,-0.3780642,no,yes,yes,for-profit,,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Maple Ridge,59.0
houston health centre,0.0,937C0,Northern Health,3202 - 14th St,Houston,V0J1Z0,(250) 845-2294,2010,No Councils,Accredited,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0.81,0.429,0.19,701,0.182,0.273,0.273,0.727,0,2.5,0.545,0.56,0.455,0.545,0,0.636,0.81,0.087,2.0,13.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,no,"(42.65275796499789, -85.68251816806493, 0.0)",42.65275796499789,-85.68251816806493,no,no,yes,health_authority,10.0,,,,,,
inglewood care centre,0.0,999J9,Vancouver Coastal Health,725 Inglewood Avenue,West Vancouver,V7T1X5,(604) 922-9394,1979,"Resident Council, Family Council",Unknown,0.0,230.0,230.0,196.0,17.0,0.0,5,4,0,2,32,1,0,7,7,11,0,0.9,13.9,0.4,0,3,3,4.8,86,0.654,0.664,0.021,1062,0.292,0.3,0.389,0.763,0.119,2.9,0.409,0.54,0.063,0.225,0,0.534,0.199,0.038,13.0,8.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,no,"(42.65800597732867, -83.31921700485366, 0.0)",42.65800597732867,-83.31921700485366,yes,yes,unknown,for-profit,41.0,,,,,,
jackman manor,0.0,9ADHD,Fraser Health,27477 28 Ave,Aldergrove,V4W3L9,(604) 856-4161,1982,Resident & Family Council (combined),Not Accredited,0.0,88.0,88.0,88.0,0.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,1.1,0,0,0,0,0,88,0.701,0.72,0.014,1118,0.226,0.287,0.364,0.777,0.073,2.2,0.587,0.54,0.079,0.021,0,0.449,0.155,0.049,3.0,9.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"(15.5197151, -88.0450426, 0.0)",15.519715099999999,-88.0450426,yes,yes,no,non-profit,38.0,,,,,,
james bay care centre,0.0,9C426,Vancouver Island Health,336 Simcoe St.,Victoria,V8V1L2,(250) 388-6457,1971,Resident Council,Accredited,0.0,115.0,115.0,95.0,10.0,0.0,1,0,0,0,11,0,0,4,0,0,0,0,9.6,0,0,3.5,0,0,85,0.716,0.59,0.023,673,0.293,0.131,0.174,0.712,0.106,2.8,0.471,0.58,0,0.724,0,0.492,0.109,0.004,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,no,"(43.128081736842105, -80.7624947368421, 0.0)",43.1280817368421,-80.7624947368421,yes,no,yes,for-profit,49.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Victoria,59.0
joseph creek village,0.0,92IJA,Interior Health,1901 Willowbrook Dr,Cranbrook,V1C6S4,(250) 417-0666,2003,"Resident Council, Family Council",Unknown,2.0,100.0,102.0,102.0,0.0,0.0,4,1,0,2,9,0,0,5,2,0,0,2,8.8,0,0,4.9,2,0,80,0.643,0.393,0.113,1311,0.258,0.24,0.293,0.568,0.05,3.3,0.315,0.61,0.298,0.728,0.42,0.45,0.298,0.052,8.0,15.0,1.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,no,"(51.5190154, -3.0948755, 0.0)",51.5190154,-3.0948755,yes,yes,unknown,for-profit,17.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Cranbrook,59.0
jubilee lodge,0.0,9A69E,Northern Health,1475 Edmonton Street,Prince George,V2M1S2,(250) 565-2286,1979,"Resident Council, Family Council",Accredited,0.0,66.0,66.0,4.0,3.0,14.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0.501,0.489,0.052,1131,0.178,0.382,0.408,0.658,0.033,2.5,0.474,0.59,0,0.612,0.013,0.428,0.246,0.165,1.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,no,"(53.9120966, -122.7626315, 0.0)",53.9120966,-122.7626315,yes,yes,yes,health_authority,41.0,,,,,,
jubilee multi generational housing society,0.0,99C25,Fraser Health,3460 Kalyk Avenue,Burnaby,V5G3B2,(604) 434-2666,1975,"Resident Council, Family Council",Not Accredited,0.0,60.0,60.0,12.0,18.0,3.0,3,1,2,3,7,0,0,2,0,1,3.3,5,11.7,0,0,3.3,0,1.7,89,0.689,0.716,0,656,0.209,0.378,0.474,0.283,0.043,3.4,0.335,0.59,0.126,0.013,0,0.4,0.077,0.013,3.0,11.0,0.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"(49.2528169, -123.0130025, 0.0)",49.2528169,-123.01300249999998,yes,yes,no,non-profit,45.0,,,,,,
kamloops seniors village,0.0,92DCA,Interior Health,1220 Hugh Allan Dr.,Kamloops,V1S2B3,(250) 571-1800,2004,"Resident Council, Family Council",Accredited,14.0,100.0,114.0,114.0,0.0,0.0,1,0,2,3,11,0,0,3,7,2,1.8,2.6,9.6,0,0,2.6,6.1,1.8,85,0.65,0.611,0.041,784,0.146,0.383,0.215,0.75,0.064,2.8,0.421,0.56,0,0.46,0.197,0.537,0.174,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(50.6502994, -120.3726281, 0.0)",50.6502994,-120.3726281,yes,yes,yes,for-profit,16.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Kamloops,59.0
kimberley special care home,0.0,91711,Interior Health,386 2nd Ave,Kimberley,V1A2Z8,(250) 427-4807,1979,"Resident Council, Family Council",Accredited,0.0,55.0,55.0,49.0,3.0,0.0,0,0,0,4,0,0,0,1,1,0,0,7.3,0,0,0,1.8,1.8,0,87,0.615,0.692,0.029,632,0.278,0.396,0.264,0.802,0.033,2.8,0.519,0.58,0.406,0,0.009,0.495,0.076,0.234,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"(43.89670038871716, -96.92894593624084, 0.0)",43.89670038871716,-96.92894593624085,yes,yes,yes,health_authority,41.0,,,,,,
kinvillage west court,0.0,9A4JH,Fraser Health,5410 10th Ave.,Delta,V4M3X8,(604) 943-0155,1980,Resident Council,Accredited,0.0,100.0,100.0,100.0,0.0,0.0,1,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,90,0.671,0.763,0.014,,0.218,0.241,0.347,0.603,0.05,2.4,0.588,0.57,0.176,0.653,0.021,0.406,0.162,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(40.789035, -73.830921, 0.0)",40.789035,-73.83092099999999,yes,no,yes,non-profit,40.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Delta,59.0
kinsmen lodge,0.0,9942B,Fraser Health,9650 137A Street,Surrey,V3T4H9,(604) 588-0445,1975,Resident & Family Council (combined),Accredited,0.0,157.0,157.0,143.0,7.0,0.0,3,0,0,0,10,0,0,0,2,1,0,0,6.4,0,0,0,1.3,0.6,86,0.605,0.583,0.058,1037,0.258,0.332,0.206,0.499,0.146,2.3,0.594,0.6,0.009,0.82,0,0.409,0.158,0.019,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(49.11079, -122.8421679, 0.0)",49.11079,-122.8421679,yes,yes,yes,non-profit,45.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Surrey,59.0
kiwanis care centre,0.0,9AD1I,Fraser Health,35 Clute Street,New Westminster,V3L1Z5,(604) 525-6471,1982,"Resident Council, Family Council",Accredited,0.0,75.0,75.0,59.0,8.0,0.0,0,0,1,0,10,0,0,0,0,0,1.3,0,13.3,0,0,0,0,0,88,0.946,0.695,0.006,1409,0.209,0.28,0.209,0.571,0.067,3.2,0.313,0.65,0.556,0.709,0.347,0.504,0.13,0.045,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(49.22327115, -122.91498019858125, 0.0)",49.22327115,-122.91498019858123,yes,yes,yes,non-profit,38.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,New Westminster,59.0
kiwanis pavilion,0.0,9AC36,Vancouver Island Health,3034 Cedar Hill Road,Victoria,V8T3J3,(250) 598-2022,1982,Family Council (residents can attend),Accredited,6.0,116.0,122.0,122.0,0.0,0.0,0,0,1,0,14,0,0,0,1,2,0.8,0,11.5,0,0,0,0.8,1.6,83,0.666,0.548,0.038,700,0.269,0.285,0.396,0.869,0.138,2.8,0.506,0.6,0.206,0.177,0.029,0.61,0.159,0.038,2.0,5.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"(32.62885, -96.920955, 0.0)",32.62885,-96.920955,no,yes,yes,non-profit,38.0,,,,,,
kiwanis village lodge,0.0,995AE,Vancouver Island Health,1221 Kiwanis Crescent,Nanaimo,V9S5Y1,(250) 753-6471,1991,"Resident Council, Family Council",Unknown,0.0,75.0,75.0,75.0,0.0,0.0,4,3,0,0,11,0,0,0,1,0,0,0,14.7,0,0,0,1.3,0,85,0.746,0.608,0.096,1110,0.258,0.333,0.199,0.633,0.067,2.7,0.472,0.59,0.011,0,0.007,0.449,0.269,0.088,7.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,no,"(43.0791348, -79.1009724, 0.0)",43.0791348,-79.1009724,yes,yes,unknown,non-profit,29.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Nanaimo,59.0
kopernik lodge,0.0,99A2I,Vancouver Coastal Health,3150 Rosemont Drive,Vancouver,V5S2C9,(604) 438-2474,1979,"Resident Council, Family Council",Not Accredited,0.0,87.0,87.0,45.0,21.0,0.0,2,1,1,0,7,0,0,4,3,7,1.1,0,8,0,0,4.6,3.4,8,87,0.864,0.652,0.026,951,0.343,0.385,0.264,0.533,0.124,2.2,0.567,0.59,0.016,0.127,0.005,0.507,0.296,0.117,3.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(39.78233325655539, -75.7367784310192, 0.0)",39.78233325655539,-75.7367784310192,yes,yes,no,non-profit,41.0,,,,,,
lake country lodge,0.0,9B969,Interior Health,100-10163 Konschuh Rd,Winfield,V4V2M2,(250) 766-3007,1987,"Resident Council, Family Council",Unknown,4.0,45.0,49.0,41.0,4.0,0.0,0,0,1,1,4,0,0,4,4,1,2,2,8.2,0,0,8.2,8.2,2,87,0.702,0.651,0.041,602,0.235,0.11,0.19,0.63,0.04,5.3,0.07,0.59,0.01,0.02,0.095,0.575,0.221,0.069,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,,50.02955,-119.39821,yes,yes,unknown,for-profit,33.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,,59.0
lakeshore care centre,0.0,992HG,Fraser Health,657 Gatensbury Street,Coquitlam,V3J5G9,(604) 939-9277,,"Resident Council, Family Council",Not Accredited,21.0,35.0,56.0,42.0,7.0,0.0,1,1,0,1,1,0,0,0,0,0,0,1.8,1.8,0,0,0,0,0,85,0.704,0.645,0.065,1526,0.217,0.434,0.448,0.783,0.126,2.2,0.601,0.6,0.007,0.119,0,0.364,0.17,0.112,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"(49.2595472, -122.8563516, 0.0)",49.2595472,-122.85635159999998,yes,yes,no,for-profit,,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Coquitlam,59.0
lakeview care centre,0.0,9C477,Vancouver Coastal Health,3490 Porter Street,Vancouver,V5N5W4,(604) 874-2803,1993,"Resident Council, Family Council",Accredited,0.0,177.0,177.0,105.0,36.0,0.0,0,0,2,0,10,0,0,2,0,0,1.1,0,5.6,0,0,1.1,0,0,87,0.643,0.693,0.016,1143,0.238,0.218,0.293,0.585,0.096,4.1,0.2,0.56,0,0.023,0,0.347,0.106,0.014,4.0,7.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,no,"(-33.9250986, 18.4446779, 0.0)",-33.925098600000005,18.4446779,yes,yes,yes,for-profit,27.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Vancouver,59.0
lakeview lodge,0.0,93DAA,Interior Health,2337 Butt Road,West Kelowna,V4T3L3,(250) 768-3802,2013,Resident & Family Council (combined),Unknown,14.0,100.0,114.0,114.0,0.0,0.0,0,0,1,3,26,0,0,4,8,2,0.9,2.6,22.8,0,0,3.5,7,1.8,85,0.681,0.627,0.046,805,0.08,0.174,0.328,0.767,0.063,3.4,0.33,0.56,0.126,0.5,0.004,0.53,0.126,0.079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(31.5999295, 74.3581678, 0.0)",31.5999295,74.35816779999999,yes,yes,unknown,for-profit,7.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,,59.0
langley gardens,0.0,925CA,Fraser Health,8888 202nd Street,Langley,V1M4A7,(604) 888-0228,2008,"Resident Council, Family Council",Accredited,19.0,73.0,92.0,86.0,6.0,0.0,1,0,1,0,16,0,0,0,0,1,1.1,0,17.4,0,0,0,0,1.1,89,0.695,0.81,0.012,535,0.127,0.339,0.151,0.606,0.04,2.3,0.59,0.58,0.381,0.405,0.053,0.333,0.098,0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(40.692457, -73.7487509, 0.0)",40.692457,-73.7487509,yes,yes,yes,for-profit,12.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Langley,59.0
laurel place,0.0,9359A,Fraser Health,9688 137A St,Surrey,V3T4H9,(604) 582-6336,2008,"Resident & Family Council (combined), Food Council",Accredited,13.0,202.0,215.0,207.0,4.0,0.0,1,0,0,0,17,0,0,0,2,0,0,0,7.9,0,0,0,0.9,0,85,0.584,0.604,0.059,899,0.189,0.379,0.252,0.58,0.061,2.4,0.607,0.6,0.167,0.017,0.002,0.396,0.156,0.166,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(49.1784219, -122.8417807, 0.0)",49.1784219,-122.8417807,yes,yes,yes,for-profit,12.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Surrey,59.0
little mountain place,0.0,9BA01,Vancouver Coastal Health,330 East 36th Avenue,Vancouver,V5W3Z4,(604) 325-2298,1987,Resident & Family Council (combined),Not Accredited,0.0,117.0,117.0,117.0,0.0,0.0,1,0,2,0,15,0,0,6,1,18,1.7,0,12.8,0,0,5.1,0.9,15.4,84,0.555,0.514,0.03,1417,0.222,0.331,0.21,0.606,0.103,2.4,0.574,0.53,0.002,0.013,0.004,0.371,0.185,0.093,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(44.015862668043326, -123.08420377594223, 0.0)",44.015862668043326,-123.08420377594223,yes,yes,no,non-profit,33.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Vancouver,59.0
luther court,0.0,99DIG,Vancouver Island Health,1525 Cedar Hill Cross Rd,Victoria,V8P5M1,(250) 477-7241,1979,No Councils,Accredited,0.0,60.0,60.0,60.0,0.0,0.0,0,0,0,0,2,0,0,1,0,2,0,0,3.3,0,0,1.7,0,3.3,84,0.641,0.593,0.056,762,0.351,0.367,0.558,0.733,0.072,1.8,0.721,0.59,0.08,0,0,0.55,0.116,0.012,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(48.4624612, -123.3368294, 0.0)",48.4624612,-123.3368294,no,no,yes,non-profit,41.0,,,,,,
msa manor,0.0,98H7B,Fraser Health,2510 Gladwin Rd,Abbotsford,V2T3N9,(604) 853-5831,1973,Resident Council,Accredited,0.0,34.0,34.0,34.0,0.0,0.0,0,0,0,1,3,0,0,0,0,0,0,2.9,8.8,0,0,0,0,0,90,0.615,0.735,0.003,944,0.213,0.279,0.235,0.515,0.044,2.6,0.478,0.58,0.015,0.051,0,0.61,0.366,0.02,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(49.04747485, -122.31462286620345, 0.0)",49.04747485,-122.31462286620344,yes,no,yes,non-profit,47.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Abbotsford,59.0
malaspina gardens,0.0,99I1B,Vancouver Island Health,100 Eleventh Street,Nanaimo,V9R6R6,(250) 745-7711,2017,"Resident Council, Family Council",Accredited,1.0,135.0,136.0,136.0,0.0,0.0,1,0,1,0,29,0,0,3,2,0,0.7,0,21.3,0,0,2.2,1.5,0,81,0.602,0.461,0.112,854,0.275,0.253,0.23,0.619,0.055,3.2,0.358,0.57,0.039,0.009,0.018,0.453,0.126,0.013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(44.971657, -92.743647, 0.0)",44.971657,-92.743647,yes,yes,yes,for-profit,3.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Nanaimo,59.0
maple ridge seniors village,0.0,9376A,Fraser Health,22141 - 119th Avenue,Maple Ridge,V2X2Y7,(604) 466-3053,2009,"Resident Council, Family Council",Accredited,18.0,90.0,108.0,108.0,0.0,0.0,7,3,0,2,20,0,0,0,6,9,0,1.9,18.5,0,0,0,5.6,8.3,85,0.601,0.575,0.015,614,0.239,0.309,0.412,0.77,0.149,2.3,0.629,0.57,0.058,0.103,0.003,0.358,0.273,0.095,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,"(40.690975, -73.75381, 0.0)",40.690975,-73.75381,yes,yes,yes,for-profit,11.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Maple Ridge,59.0
maplewood house,0.0,9BE34,Fraser Health,1919 Jackson St.,Abbotsford,V2S2Z8,(604) 853-5585,1989,Resident Council,Accredited,0.0,78.0,78.0,78.0,0.0,0.0,1,0,0,2,7,0,0,0,1,0,0,2.6,9,0,0,0,1.3,0,85,0.598,0.58,0.062,607,0.184,0.375,0.398,0.666,0.181,1.9,0.662,0.6,0.04,0.331,0.02,0.535,0.363,0.128,3.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(40.035996, -75.028575, 0.0)",40.035996000000004,-75.028575,yes,no,yes,non-profit,31.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Abbotsford,59.0
mariposa gardens,0.0,935JA,Interior Health,8816 97th Street (highway 97),Osoyoos,V0H1V5,(250) 495-8124,2008,"Resident Council, Family Council",Unknown,5.0,104.0,109.0,97.0,6.0,0.0,2,1,3,3,16,0,0,2,2,0,2.8,2.8,14.7,0,0,1.8,1.8,0,86,0.724,0.62,0.009,801,0.169,0.108,0.429,0.881,0.112,4.1,0.11,0.58,0.148,0.347,0,0.656,0.136,0.057,3.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,,49.03468,-119.47705,yes,yes,unknown,for-profit,12.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Osoyoos,59.0
